NOMBRE,NOM_MUN,ENTIDAD,UP_TOTAL,UP_SOLIC_CRED,UP_OBTEN_CRED,UP_SOLIC_SEG,UP_OBTEN_SEG
30 VER,Tepatlaxco,  Tepatlaxco,2020.0,86.0,81.0,0.0,0.0
30 VER,Tepetlán,  Tepetlán,2045.0,68.0,63.0,31.0,30.0
30 VER,Tepetzintla,  Tepetzintla,1259.0,47.0,44.0,4.0,4.0
30 VER,Tequila,  Tequila,2638.0,134.0,131.0,0.0,0.0
30 VER,José Azueta,  José Azueta,4098.0,915.0,894.0,313.0,296.0
30 VER,Texcatepec,  Texcatepec,1957.0,71.0,70.0,1.0,0.0
30 VER,Texhuacán,  Texhuacán,724.0,12.0,12.0,1.0,1.0
30 VER,Texistepec,  Texistepec,2794.0,131.0,122.0,10.0,10.0
30 VER,Tezonapa,  Tezonapa,10661.0,597.0,535.0,73.0,60.0
30 VER,Tierra Blanca,  Tierra Blanca,10183.0,1894.0,1847.0,187.0,156.0
30 VER,Tihuatlán,  Tihuatlán,6356.0,436.0,403.0,13.0,8.0
30 VER,Tlacojalpan,  Tlacojalpan,1071.0,102.0,94.0,21.0,19.0
30 VER,Tlacolulan,  Tlacolulan,1227.0,12.0,10.0,1.0,1.0
30 VER,Tlacotalpan,  Tlacotalpan,1537.0,78.0,74.0,9.0,7.0
30 VER,Tlacotepec de Mejía,  Tlacotepec De Mejía,776.0,23.0,21.0,3.0,1.0
30 VER,Tlachichilco,  Tlachichilco,1845.0,25.0,22.0,6.0,4.0
30 VER,Tlalixcoyan,  Tlalixcoyan,2684.0,273.0,254.0,51.0,45.0
30 VER,Tlalnelhuayocan,  Tlalnelhuayocan,380.0,5.0,5.0,0.0,0.0
30 VER,Tlapacoyan,  Tlapacoyan,1914.0,70.0,47.0,3.0,3.0
30 VER,Tlaquilpa,  Tlaquilpa,1230.0,44.0,44.0,1.0,0.0
30 VER,Tlilapan,  Tlilapan,140.0,8.0,8.0,0.0,0.0
30 VER,Tomatlán,  Tomatlán,1217.0,63.0,62.0,5.0,5.0
30 VER,Tonayán,  Tonayán,894.0,15.0,13.0,0.0,0.0
30 VER,Totutla,  Totutla,2681.0,82.0,77.0,3.0,3.0
30 VER,Tuxpan,  Tuxpan,5505.0,320.0,283.0,10.0,8.0
30 VER,Tuxtilla,  Tuxtilla,694.0,39.0,36.0,10.0,9.0
30 VER,Ursulo Galván,  Ursulo Galván,1950.0,691.0,684.0,205.0,198.0
30 VER,Vega de Alatorre,  Vega De Alatorre,937.0,23.0,21.0,6.0,5.0
30 VER,Veracruz,  Veracruz,542.0,26.0,23.0,6.0,2.0
30 VER,Villa Aldama,  Villa Aldama,1132.0,22.0,12.0,1.0,0.0
30 VER,Xoxocotla,  Xoxocotla,837.0,23.0,23.0,0.0,0.0
30 VER,Yanga,  Yanga,2097.0,359.0,342.0,18.0,16.0
30 VER,Yecuatla,  Yecuatla,1253.0,19.0,12.0,0.0,0.0
30 VER,Zacualpan,  Zacualpan,1090.0,16.0,13.0,6.0,5.0
30 VER,Zaragoza,  Zaragoza,264.0,5.0,4.0,1.0,1.0
30 VER,Zentla,  Zentla,1828.0,175.0,169.0,14.0,11.0
30 VER,Zongolica,  Zongolica,9064.0,216.0,211.0,5.0,4.0
30 VER,Zontecomatlán de López y Fuentes,  Zontecomatlán De López Y Fuentes,2278.0,33.0,32.0,7.0,7.0
30 VER,Zozocolco de Hidalgo,  Zozocolco De Hidalgo,1443.0,57.0,55.0,2.0,2.0
30 VER,Agua Dulce,  Agua Dulce,793.0,23.0,20.0,8.0,8.0
30 VER,El Higo,  El Higo,1964.0,755.0,744.0,596.0,517.0
30 VER,Nanchital de Lázaro Cárdenas del Río,  Nanchital De Lázaro Cárdenas Del Río,40.0,0.0,0.0,1.0,1.0
30 VER,Tres Valles,  Tres Valles,4616.0,363.0,344.0,38.0,29.0
30 VER,Carlos A. Carrillo,  Carlos A. Carrillo,1452.0,173.0,161.0,29.0,28.0
30 VER,Tatahuicapan de Juárez,  Tatahuicapan De Juárez,1599.0,42.0,37.0,3.0,3.0
30 VER,Uxpanapa,  Uxpanapa,5310.0,97.0,76.0,8.0,5.0
30 VER,San Rafael,  San Rafael,2435.0,110.0,100.0,19.0,11.0
30 VER,Santiago Sochiapan,  Santiago Sochiapan,2065.0,42.0,32.0,3.0,2.0
31 YUC,, Yucatán,58036.0,1305.0,1150.0,432.0,354.0
31 YUC,Abalá,  Abalá,316.0,0.0,0.0,2.0,2.0
31 YUC,Acanceh,  Acanceh,414.0,15.0,11.0,4.0,4.0
31 YUC,Akil,  Akil,1581.0,45.0,44.0,1.0,0.0
31 YUC,Baca,  Baca,215.0,4.0,4.0,5.0,4.0
31 YUC,Bokobá,  Bokobá,140.0,4.0,3.0,0.0,0.0
31 YUC,Buctzotz,  Buctzotz,511.0,15.0,13.0,19.0,17.0
31 YUC,Cacalchén,  Cacalchén,316.0,13.0,10.0,3.0,2.0
31 YUC,Calotmul,  Calotmul,591.0,17.0,17.0,3.0,2.0
31 YUC,Cansahcab,  Cansahcab,256.0,6.0,6.0,0.0,0.0
31 YUC,Cantamayec,  Cantamayec,387.0,8.0,3.0,1.0,1.0
31 YUC,Celestún,  Celestún,15.0,2.0,1.0,0.0,0.0
31 YUC,Cenotillo,  Cenotillo,357.0,18.0,16.0,7.0,7.0
31 YUC,Conkal,  Conkal,92.0,8.0,5.0,2.0,2.0
31 YUC,Cuncunul,  Cuncunul,177.0,0.0,0.0,0.0,0.0
31 YUC,Cuzamá,  Cuzamá,213.0,3.0,3.0,1.0,1.0
31 YUC,Chacsinkín,  Chacsinkín,512.0,4.0,4.0,3.0,2.0
31 YUC,Chankom,  Chankom,703.0,0.0,0.0,0.0,0.0
31 YUC,Chapab,  Chapab,458.0,2.0,2.0,0.0,0.0
31 YUC,Chemax,  Chemax,2289.0,54.0,50.0,3.0,1.0
31 YUC,Chicxulub Pueblo,  Chicxulub Pueblo,42.0,1.0,1.0,0.0,0.0
31 YUC,Chichimilá,  Chichimilá,546.0,10.0,10.0,4.0,3.0
31 YUC,Chikindzonot,  Chikindzonot,1071.0,21.0,18.0,0.0,0.0
31 YUC,Chocholá,  Chocholá,220.0,2.0,1.0,2.0,1.0
31 YUC,Chumayel,  Chumayel,328.0,2.0,2.0,0.0,0.0
31 YUC,Dzan,  Dzan,1110.0,52.0,51.0,1.0,0.0
31 YUC,Dzemul,  Dzemul,115.0,3.0,2.0,2.0,1.0
31 YUC,Dzidzantún,  Dzidzantún,373.0,27.0,25.0,3.0,0.0
31 YUC,Dzilam de Bravo,  Dzilam De Bravo,58.0,3.0,2.0,0.0,0.0
31 YUC,Dzilam González,  Dzilam González,527.0,7.0,6.0,12.0,11.0
31 YUC,Dzitás,  Dzitás,360.0,9.0,9.0,11.0,7.0
31 YUC,Dzoncauich,  Dzoncauich,257.0,2.0,0.0,9.0,7.0
31 YUC,Espita,  Espita,1198.0,36.0,31.0,9.0,6.0
31 YUC,Halachó,  Halachó,1003.0,31.0,29.0,0.0,0.0
31 YUC,Hocabá,  Hocabá,240.0,0.0,0.0,1.0,0.0
31 YUC,Hoctún,  Hoctún,367.0,1.0,1.0,1.0,1.0
31 YUC,Homún,  Homún,320.0,4.0,3.0,2.0,2.0
31 YUC,Huhí,  Huhí,293.0,11.0,11.0,2.0,2.0
31 YUC,Hunucmá,  Hunucmá,154.0,3.0,2.0,1.0,1.0
31 YUC,Ixil,  Ixil,150.0,6.0,3.0,2.0,1.0
31 YUC,Izamal,  Izamal,881.0,3.0,3.0,8.0,2.0
31 YUC,Kanasín,  Kanasín,67.0,2.0,2.0,0.0,0.0
31 YUC,Kantunil,  Kantunil,286.0,6.0,4.0,8.0,7.0
31 YUC,Kaua,  Kaua,350.0,7.0,6.0,0.0,0.0
31 YUC,Kinchil,  Kinchil,260.0,3.0,3.0,2.0,2.0
31 YUC,Kopomá,  Kopomá,196.0,2.0,2.0,3.0,2.0
31 YUC,Mama,  Mama,450.0,5.0,4.0,3.0,3.0
31 YUC,Maní,  Maní,1048.0,17.0,16.0,2.0,1.0
31 YUC,Maxcanú,  Maxcanú,817.0,15.0,15.0,13.0,12.0
31 YUC,Mayapán,  Mayapán,403.0,6.0,4.0,1.0,1.0
31 YUC,Mérida,  Mérida,444.0,13.0,8.0,8.0,7.0
31 YUC,Mocochá,  Mocochá,47.0,2.0,2.0,2.0,2.0
31 YUC,Motul,  Motul,659.0,4.0,3.0,6.0,6.0
31 YUC,Muna,  Muna,650.0,17.0,14.0,7.0,6.0
31 YUC,Muxupip,  Muxupip,125.0,2.0,2.0,1.0,1.0
31 YUC,Opichén,  Opichén,764.0,16.0,15.0,6.0,6.0
31 YUC,Oxkutzcab,  Oxkutzcab,2329.0,88.0,82.0,1.0,0.0
31 YUC,Panabá,  Panabá,576.0,16.0,15.0,14.0,14.0
31 YUC,Peto,  Peto,1335.0,27.0,22.0,4.0,2.0
31 YUC,Progreso,  Progreso,17.0,2.0,2.0,0.0,0.0
31 YUC,Quintana Roo,  Quintana Roo,169.0,3.0,3.0,1.0,1.0
31 YUC,Río Lagartos,  Río Lagartos,122.0,1.0,1.0,0.0,0.0
31 YUC,Sacalum,  Sacalum,683.0,29.0,29.0,0.0,0.0
31 YUC,Samahil,  Samahil,368.0,9.0,3.0,0.0,0.0
31 YUC,Sanahcat,  Sanahcat,48.0,3.0,2.0,1.0,1.0
31 YUC,San Felipe,  San Felipe,152.0,2.0,2.0,1.0,1.0
31 YUC,Santa Elena,  Santa Elena,632.0,14.0,13.0,4.0,4.0
31 YUC,Seyé,  Seyé,382.0,9.0,7.0,4.0,4.0
31 YUC,Sinanché,  Sinanché,176.0,9.0,9.0,1.0,1.0
31 YUC,Sotuta,  Sotuta,704.0,14.0,12.0,2.0,1.0
31 YUC,Sucilá,  Sucilá,255.0,4.0,3.0,2.0,2.0
31 YUC,Sudzal,  Sudzal,228.0,0.0,0.0,1.0,1.0
31 YUC,Suma,  Suma,130.0,1.0,1.0,0.0,0.0
31 YUC,Tahdziú,  Tahdziú,671.0,6.0,5.0,0.0,0.0
31 YUC,Tahmek,  Tahmek,191.0,1.0,1.0,0.0,0.0
31 YUC,Teabo,  Teabo,627.0,41.0,41.0,0.0,0.0
31 YUC,Tecoh,  Tecoh,674.0,3.0,1.0,2.0,2.0
31 YUC,Tekal de Venegas,  Tekal De Venegas,108.0,0.0,0.0,0.0,0.0
31 YUC,Tekantó,  Tekantó,202.0,6.0,5.0,3.0,1.0
31 YUC,Tekax,  Tekax,3581.0,154.0,141.0,77.0,77.0
31 YUC,Tekit,  Tekit,352.0,0.0,0.0,2.0,0.0
31 YUC,Tekom,  Tekom,287.0,1.0,1.0,0.0,0.0
31 YUC,Telchac Pueblo,  Telchac Pueblo,99.0,2.0,2.0,0.0,0.0
31 YUC,Telchac Puerto,  Telchac Puerto,10.0,0.0,0.0,0.0,0.0
31 YUC,Temax,  Temax,337.0,4.0,4.0,4.0,4.0
31 YUC,Temozón,  Temozón,1349.0,8.0,6.0,2.0,1.0
31 YUC,Tepakán,  Tepakán,109.0,3.0,3.0,18.0,16.0
31 YUC,Tetiz,  Tetiz,82.0,2.0,2.0,0.0,0.0
31 YUC,Teya,  Teya,96.0,1.0,0.0,0.0,0.0
31 YUC,Ticul,  Ticul,1229.0,33.0,29.0,4.0,2.0
31 YUC,Timucuy,  Timucuy,214.0,3.0,1.0,2.0,1.0
31 YUC,Tinum,  Tinum,705.0,2.0,2.0,0.0,0.0
31 YUC,Tixcacalcupul,  Tixcacalcupul,616.0,4.0,3.0,2.0,2.0
31 YUC,Tixkokob,  Tixkokob,341.0,15.0,10.0,11.0,8.0
31 YUC,Tixmehuac,  Tixmehuac,952.0,8.0,6.0,1.0,0.0
31 YUC,Tixpéhual,  Tixpéhual,53.0,5.0,0.0,0.0,0.0
31 YUC,Tizimín,  Tizimín,3949.0,78.0,72.0,47.0,42.0
31 YUC,Tunkás,  Tunkás,459.0,2.0,2.0,0.0,0.0
31 YUC,Tzucacab,  Tzucacab,1607.0,27.0,24.0,4.0,3.0
31 YUC,Uayma,  Uayma,329.0,2.0,2.0,0.0,0.0
31 YUC,Ucú,  Ucú,50.0,3.0,3.0,1.0,1.0
31 YUC,Umán,  Umán,236.0,7.0,5.0,0.0,0.0
31 YUC,Valladolid,  Valladolid,2021.0,28.0,26.0,9.0,8.0
31 YUC,Xocchel,  Xocchel,141.0,3.0,3.0,1.0,1.0
31 YUC,Yaxcabá,  Yaxcabá,2155.0,44.0,36.0,18.0,5.0
31 YUC,Yaxkukul,  Yaxkukul,53.0,1.0,0.0,1.0,1.0
31 YUC,Yobaín,  Yobaín,123.0,8.0,6.0,1.0,1.0
32 ZAC,, Zacatecas,137818.0,8484.0,7997.0,1337.0,1207.0
32 ZAC,Apozol,  Apozol,621.0,12.0,12.0,3.0,3.0
32 ZAC,Apulco,  Apulco,435.0,12.0,12.0,6.0,6.0
32 ZAC,Atolinga,  Atolinga,734.0,21.0,20.0,6.0,6.0
32 ZAC,Benito Juárez,  Benito Juárez,582.0,15.0,14.0,2.0,2.0
32 ZAC,Calera,  Calera,1174.0,102.0,94.0,27.0,25.0
32 ZAC,Cañitas de Felipe Pescador,  Cañitas De Felipe Pescador,1608.0,70.0,68.0,9.0,8.0
32 ZAC,Concepción del Oro,  Concepción Del Oro,1090.0,45.0,42.0,15.0,15.0
32 ZAC,Cuauhtémoc,  Cuauhtémoc,1140.0,73.0,69.0,7.0,7.0
32 ZAC,Chalchihuites,  Chalchihuites,1819.0,158.0,147.0,11.0,11.0
32 ZAC,Fresnillo,  Fresnillo,15381.0,1025.0,955.0,137.0,125.0
32 ZAC,Trinidad García de la Cadena,  Trinidad García De La Cadena,546.0,66.0,66.0,4.0,4.0
32 ZAC,Genaro Codina,  Genaro Codina,1176.0,39.0,35.0,5.0,5.0
32 ZAC,General Enrique Estrada,  General Enrique Estrada,610.0,60.0,58.0,14.0,13.0
32 ZAC,General Francisco R. Murguía,  General Francisco R. Murguía,5654.0,284.0,271.0,46.0,38.0
32 ZAC,El Plateado de Joaquín Amaro,  El Plateado De Joaquín Amaro,433.0,8.0,5.0,1.0,1.0
32 ZAC,General Pánfilo Natera,  General Pánfilo Natera,2054.0,110.0,105.0,14.0,13.0
32 ZAC,Guadalupe,  Guadalupe,4251.0,292.0,255.0,28.0,24.0
32 ZAC,Huanusco,  Huanusco,805.0,23.0,23.0,4.0,3.0
32 ZAC,Jalpa,  Jalpa,1156.0,62.0,54.0,8.0,7.0
32 ZAC,Jerez,  Jerez,4349.0,206.0,183.0,41.0,39.0
32 ZAC,Jiménez del Teul,  Jiménez Del Teul,758.0,28.0,28.0,2.0,2.0
32 ZAC,Juan Aldama,  Juan Aldama,1961.0,165.0,163.0,50.0,50.0
32 ZAC,Juchipila,  Juchipila,499.0,8.0,7.0,0.0,0.0
32 ZAC,Loreto,  Loreto,1872.0,159.0,144.0,41.0,39.0
32 ZAC,Luis Moya,  Luis Moya,1128.0,143.0,139.0,17.0,17.0
32 ZAC,Mazapil,  Mazapil,3431.0,61.0,51.0,6.0,6.0
32 ZAC,Melchor Ocampo,  Melchor Ocampo,416.0,6.0,6.0,3.0,3.0
32 ZAC,Mezquital del Oro,  Mezquital Del Oro,439.0,9.0,9.0,5.0,4.0
32 ZAC,Miguel Auza,  Miguel Auza,4584.0,633.0,610.0,172.0,154.0
32 ZAC,Momax,  Momax,314.0,9.0,9.0,2.0,2.0
32 ZAC,Monte Escobedo,  Monte Escobedo,1275.0,46.0,41.0,6.0,6.0
32 ZAC,Morelos,  Morelos,781.0,67.0,65.0,13.0,10.0
32 ZAC,Moyahua de Estrada,  Moyahua De Estrada,373.0,7.0,7.0,2.0,2.0
32 ZAC,Nochistlán de Mejía,  Nochistlán De Mejía,1811.0,58.0,57.0,5.0,5.0
32 ZAC,Noria de Ángeles,  Noria De Ángeles,2255.0,167.0,159.0,15.0,10.0
32 ZAC,Ojocaliente,  Ojocaliente,3008.0,176.0,168.0,29.0,28.0
32 ZAC,Pánuco,  Pánuco,3750.0,302.0,290.0,47.0,43.0
32 ZAC,Pinos,  Pinos,12248.0,467.0,439.0,68.0,64.0
32 ZAC,Río Grande,  Río Grande,6342.0,418.0,405.0,74.0,66.0
32 ZAC,Sain Alto,  Sain Alto,3666.0,275.0,269.0,17.0,14.0
32 ZAC,El Salvador,  El Salvador,724.0,26.0,26.0,12.0,12.0
32 ZAC,Sombrerete,  Sombrerete,9874.0,1186.0,1139.0,163.0,143.0
32 ZAC,Susticacán,  Susticacán,153.0,1.0,1.0,0.0,0.0
32 ZAC,Tabasco,  Tabasco,1238.0,63.0,60.0,7.0,4.0
32 ZAC,Tepechitlán,  Tepechitlán,853.0,12.0,12.0,4.0,3.0
32 ZAC,Tepetongo,  Tepetongo,1640.0,58.0,53.0,16.0,12.0
32 ZAC,Teúl de González Ortega,  Teúl De González Ortega,591.0,38.0,33.0,2.0,0.0
32 ZAC,Tlaltenango de Sánchez Román,  Tlaltenango De Sánchez Román,1567.0,66.0,59.0,3.0,3.0
32 ZAC,Valparaíso,  Valparaíso,4748.0,134.0,125.0,31.0,30.0
32 ZAC,Vetagrande,  Vetagrande,797.0,63.0,63.0,4.0,3.0
32 ZAC,Villa de Cos,  Villa De Cos,6767.0,457.0,416.0,58.0,50.0
32 ZAC,Villa García,  Villa García,1555.0,32.0,27.0,11.0,9.0
32 ZAC,Villa González Ortega,  Villa González Ortega,1854.0,72.0,68.0,16.0,14.0
32 ZAC,Villa Hidalgo,  Villa Hidalgo,1836.0,102.0,101.0,16.0,15.0
32 ZAC,Villanueva,  Villanueva,3924.0,141.0,128.0,23.0,21.0
32 ZAC,Zacatecas,  Zacatecas,1589.0,86.0,82.0,5.0,5.0
32 ZAC,Trancoso,  Trancoso,1024.0,45.0,39.0,3.0,2.0
32 ZAC,Santa María de la Paz,  Santa María De La Paz,555.0,15.0,11.0,1.0,1.0
