ENT_FED,CULTIVO,DESCRIPCION,UP_TOTAL,UP_AGCA,TON_AGCA_CUL,UP_SEMILLA,TON_SEMILLA_CUL,UP_CONSFAM,TON_CONSFAM_CUL,UP_CONSANIM,TON_CONSANIM_CUL,UP_VENTA,TON_VENTA_CUL
15 MEX,Manzana,Manzana,593.0,585.0,327.2873,26.0,30.2490478,397.0,63.466812,9.0,0.6825,200.0,232.8887
15 MEX,Naranja,Naranja,149.0,144.0,186.025,34.0,0.0223,90.0,10.4821849,0.0,0.0,62.0,175.5205
15 MEX,Nopal verdura,Nopal verdura,1945.0,1499.0,82557.3717,496.0,1376.299444,893.0,1229.9215293,375.0,175.4538,1255.0,79775.6971
15 MEX,Nuez,Nuez,152.0,148.0,237.821,8.0,0.0675171,81.0,10.8925937,4.0,3.6017,78.0,223.2591
15 MEX,Papaya,Papaya,28.0,27.0,205.1219,6.0,1.734983,18.0,5.5738577,0.0,0.0,11.0,197.8131
15 MEX,Pasto cultivado,Pasto cultivado,1231.0,1231.0,20975.7937,38.0,5.4169,6.0,3.9522,943.0,11427.4476,324.0,9538.977
15 MEX,Piña,Piña,8.0,5.0,8.0309,1.0,0.0353,4.0,0.1833,0.0,0.0,3.0,7.8123
15 MEX,Plátano,Plátano,158.0,158.0,336.6578,0.0,0.0,120.0,71.1823673,16.0,0.016,63.0,265.4595
15 MEX,Uva,Uva,12.0,8.0,0.5205,0.0,0.0,3.0,0.056,0.0,0.0,3.0,0.4645
16 MIC,,Michoacán de Ocampo,24544.0,18277.0,,9344.0,,10911.0,,7719.0,,13015.0,
16 MIC,Anuales,Anuales,,,,,,,,,,,
16 MIC,Amaranto,Amaranto,5.0,5.0,14.9275,0.0,0.0,3.0,0.3,0.0,0.0,4.0,14.6275
16 MIC,Arroz,Arroz,220.0,220.0,12607.946,110.0,34.8782077,104.0,8.8167,103.0,5.4528,206.0,12558.7982
16 MIC,Avena forrajera,Avena forrajera,5387.0,5387.0,119761.9095,877.0,342.3941513,159.0,78.4902043,4140.0,63571.4749,1541.0,55769.5504
16 MIC,Brócoli,Brócoli,167.0,160.0,12132.3917,47.0,0.076612,58.0,1.324043,48.0,1.5229,149.0,12129.4682
16 MIC,Calabaza/calabacita,Calabaza/calabacita,1951.0,1946.0,8208.7723,675.0,108.1134483,1100.0,1383.8520289,333.0,760.5126,1114.0,5956.2944
16 MIC,Cebada grano,Cebada grano,100.0,100.0,1995.7948,60.0,16.8278,57.0,4.9843,68.0,92.281,84.0,1881.7017
16 MIC,Cebolla,Cebolla,756.0,748.0,71764.1991,231.0,51.3154356,288.0,9.391511,10.0,0.2148,711.0,71703.2774
16 MIC,Chile,Chile,805.0,760.0,38144.7805,93.0,0.8516448,206.0,13.5695395,10.0,0.2283,594.0,38130.1309
16 MIC,Frijol,Frijol,5755.0,5755.0,5120.1559,2867.0,113.1346523,5018.0,1334.0170905,247.0,49.4476,1768.0,3623.5567
16 MIC,Jitomate (Tomate rojo),Jitomate (Tomate rojo),962.0,722.0,88023.171,325.0,1.0946228,412.0,42.1358168,319.0,50.2631,662.0,87929.6775
16 MIC,Maíz forrajero,Maíz forrajero,3910.0,3910.0,290331.2861,557.0,87.5025183,1372.0,1911.6995565,2238.0,114709.2844,1822.0,173622.7996
16 MIC,Maíz grano amarillo,Maíz grano amarillo,5798.0,5798.0,85642.2209,2311.0,265.9121245,3056.0,3446.6441965,3724.0,35703.7493,2646.0,46225.9153
16 MIC,Maíz grano blanco,Maíz grano blanco,134733.0,134733.0,1846921.1595,75255.0,7524.4022654,101388.0,111262.8246098,74944.0,310840.765,79513.0,1417293.1805
16 MIC,Melón,Melón,230.0,228.0,85012.8445,13.0,0.006838,172.0,60.0885909,161.0,6.0184,211.0,84946.7306
16 MIC,Papa,Papa,70.0,69.0,11621.7004,34.0,618.1155,49.0,6.36268,0.0,0.0,51.0,10997.2222
16 MIC,Sandía,Sandía,294.0,293.0,15048.9048,121.0,10.5369237,192.0,434.2511252,97.0,14.8101,228.0,14589.3067
16 MIC,Sorgo forrajero,Sorgo forrajero,1780.0,1780.0,151558.3278,280.0,70.7598935,296.0,40.8142537,1288.0,73712.5582,694.0,77734.1955
16 MIC,Sorgo grano,Sorgo grano,12100.0,12100.0,244720.6716,3968.0,283.5948355,3862.0,243.7075277,7139.0,38105.9005,9577.0,206087.4774
16 MIC,Soya,Soya,,,0.5,0.0,0.0,0.0,0.0,,0.5,0.0,0.0
16 MIC,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),428.0,419.0,11829.9608,50.0,2.5862033,107.0,7.8254388,8.0,7.9859,364.0,11811.5634
16 MIC,Trigo grano,Trigo grano,5964.0,5964.0,126622.3586,2689.0,692.4876114,2638.0,199.6451872,2386.0,582.7424,5723.0,125147.4828
16 MIC,Perennes,Perennes,,,,,,,,,,,
16 MIC,Agave,Agave,3600.0,3598.0,154696.2756,13.0,19.8426836,17.0,609.9026,6.0,0.259,261.0,154066.2713
16 MIC,Aguacate,Aguacate,28157.0,28145.0,1712126.2712,9379.0,167.5668379,11066.0,1260.1616417,9507.0,205.5196,25310.0,1710493.0232
16 MIC,Alfalfa,Alfalfa,3358.0,3358.0,436493.1333,111.0,41.3318333,751.0,25.5294,2204.0,95628.4435,2086.0,340797.8286
16 MIC,Cacao,Cacao,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16 MIC,Café,Café,37.0,37.0,47.4861,0.0,0.0,7.0,0.336,1.0,0.2,31.0,46.9501
16 MIC,Caña de azúcar,Caña de azúcar,5837.0,5837.0,1177853.6201,2236.0,8504.6000562,2228.0,194.5875505,2245.0,2751.0168,5761.0,1166403.4156
16 MIC,Coco,Coco,644.0,644.0,10104.8766,211.0,5.3955982,243.0,131.1480194,209.0,5.9198,557.0,9962.4134
16 MIC,Espárrago,Espárrago,136.0,135.0,1274.8183,0.0,0.0,29.0,0.3669,0.0,0.0,131.0,1274.4514
16 MIC,Fresa,Fresa,3170.0,2786.0,250340.6502,7.0,202.6474291,1865.0,74.7071502,1803.0,40.703,2732.0,250022.5926
16 MIC,Guayaba,Guayaba,5525.0,5520.0,192512.6467,134.0,0.3180043,1768.0,57.4727964,1528.0,61.2874,5190.0,192393.5686
16 MIC,Limón,Limón,9415.0,9392.0,1071329.198,3707.0,31.9453,3939.0,445.3676286,3668.0,19.6378,7369.0,1070832.2473
16 MIC,Mango,Mango,4691.0,4687.0,191376.512,2017.0,4.4176,2274.0,285.7393286,2090.0,270.7045,4251.0,190815.6505
16 MIC,Manzana,Manzana,446.0,443.0,208.3113,3.0,0.14,132.0,25.7021667,7.0,2.3762,85.0,180.0929
16 MIC,Naranja,Naranja,70.0,68.0,731.0039,0.0,0.0,24.0,3.6946,0.0,0.0,19.0,727.3093
16 MIC,Nopal verdura,Nopal verdura,180.0,178.0,701.6311,11.0,2.5379,58.0,6.6059855,9.0,14.457,108.0,678.0301
16 MIC,Nuez,Nuez,26.0,26.0,2.7413,0.0,0.0,14.0,0.3367387,0.0,0.0,11.0,2.4046
16 MIC,Papaya,Papaya,717.0,717.0,139924.8804,239.0,23.4764311,306.0,24.2591031,277.0,36.592,641.0,139840.5529
16 MIC,Pasto cultivado,Pasto cultivado,2169.0,2169.0,486485.3701,93.0,587.0244,5.0,8.0,1593.0,155802.9431,1051.0,330087.4026
16 MIC,Piña,Piña,9.0,9.0,78.0631,0.0,0.0,3.0,0.31,0.0,0.0,5.0,77.7531
16 MIC,Plátano,Plátano,803.0,803.0,132414.7043,30.0,0.0135,405.0,1346.1105333,346.0,63.9102,663.0,131004.6702
16 MIC,Uva,Uva,4.0,2.0,0.006,0.0,0.0,1.0,0.006,0.0,0.0,0.0,0.0
17 MOR,,Morelos,10000.0,8546.0,,2563.0,,3643.0,,1938.0,,7648.0,
17 MOR,Anuales,Anuales,,,,,,,,,,,
17 MOR,Amaranto,Amaranto,29.0,27.0,25.2608,6.0,0.0721,5.0,8.445,0.0,0.0,24.0,16.7437
17 MOR,Arroz,Arroz,221.0,221.0,4558.4367,104.0,11.7187916,94.0,9.9051564,91.0,0.5665,218.0,4536.2462
17 MOR,Avena forrajera,Avena forrajera,658.0,658.0,27824.5115,18.0,28.0595385,0.0,0.0,402.0,2577.7735,554.0,25218.6785
17 MOR,Brócoli,Brócoli,,,0.808,0.0,0.0,0.0,0.0,0.0,0.0,,0.808
17 MOR,Calabaza/calabacita,Calabaza/calabacita,1618.0,1612.0,5186.9315,390.0,53.8017017,953.0,213.5776289,189.0,13.3275,964.0,4906.2248
17 MOR,Cebada grano,Cebada grano,4.0,4.0,14.4,0.0,0.0,0.0,0.0,3.0,8.8,1.0,5.6
17 MOR,Cebolla,Cebolla,1495.0,1494.0,68321.5538,527.0,170.7856,570.0,10.1155576,92.0,22.8401,1461.0,68117.8126
17 MOR,Chile,Chile,229.0,200.0,3220.0189,71.0,5.7287423,99.0,6.2769185,0.0,0.0,166.0,3208.0132
17 MOR,Frijol,Frijol,2074.0,2074.0,1043.8756,798.0,21.7695885,1506.0,296.540244,41.0,2.1969,851.0,723.369
17 MOR,Jitomate (Tomate rojo),Jitomate (Tomate rojo),1625.0,887.0,27237.7955,389.0,36.7374426,587.0,86.5082009,282.0,3.37,872.0,27111.1807
17 MOR,Maíz forrajero,Maíz forrajero,848.0,848.0,38603.4499,57.0,13.246,148.0,167.612,524.0,17517.3301,411.0,20905.2618
17 MOR,Maíz grano amarillo,Maíz grano amarillo,2572.0,2572.0,34942.928,290.0,22.1768439,599.0,719.3225741,1291.0,10587.1052,1558.0,23614.3233
17 MOR,Maíz grano blanco,Maíz grano blanco,22470.0,22470.0,191690.5402,12252.0,658.006034,17387.0,15507.5738909,11133.0,22730.7164,16794.0,152794.2436
17 MOR,Melón,Melón,9.0,9.0,3.52,1.0,0.01,5.0,1.01,1.0,0.5,1.0,2.0
17 MOR,Papa,Papa,13.0,13.0,99.505,1.0,0.5,3.0,0.765,0.0,0.0,9.0,98.24
17 MOR,Sandía,Sandía,107.0,107.0,1317.2084,14.0,0.4797,32.0,9.4035322,10.0,1.0417,77.0,1306.2835
17 MOR,Sorgo forrajero,Sorgo forrajero,438.0,438.0,19123.601,11.0,0.3518,52.0,4.7709,274.0,7572.6913,256.0,11545.787
17 MOR,Sorgo grano,Sorgo grano,8783.0,8783.0,187814.4741,2981.0,23.1088294,2983.0,141.8849227,4751.0,21019.9897,7751.0,166629.4906
17 MOR,Soya,Soya,3.0,3.0,2.6933,1.0,0.1,0.0,0.0,1.0,0.3,2.0,2.2933
17 MOR,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),335.0,331.0,3331.9383,70.0,4.2876241,104.0,17.4405802,0.0,0.0,311.0,3310.21
17 MOR,Trigo grano,Trigo grano,13.0,13.0,93.8859,8.0,5.7065,5.0,0.4306,7.0,18.4519,10.0,69.2969
17 MOR,Perennes,Perennes,,,,,,,,,,,
17 MOR,Agave,Agave,1238.0,1230.0,11292.715,1.0,0.0002,2.0,66.0011,1.0,0.0005,40.0,11226.7132
17 MOR,Aguacate,Aguacate,8564.0,8550.0,52762.0793,1542.0,2.6844,2385.0,136.9034901,1609.0,17.5129,7528.0,52604.9784
17 MOR,Alfalfa,Alfalfa,43.0,43.0,1035.4361,2.0,0.126,9.0,5.1731,20.0,185.4333,29.0,844.7037
17 MOR,Cacao,Cacao,,,0.0707,0.0,0.0,0.0,0.0,0.0,0.0,,0.0707
17 MOR,Café,Café,45.0,42.0,13.7877,1.0,0.002,9.0,2.3996333,0.0,0.0,19.0,11.3861
17 MOR,Caña de azúcar,Caña de azúcar,14105.0,14105.0,2647815.0542,6154.0,20216.1971016,6096.0,363.4412494,6212.0,4818.7712,13885.0,2622416.6447
17 MOR,Coco,Coco,3.0,3.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6
17 MOR,Espárrago,Espárrago,4.0,2.0,0.4555,1.0,0.0059331,0.0,0.0,0.0,0.0,2.0,0.4496
17 MOR,Fresa,Fresa,19.0,17.0,55.4461,0.0,0.0,5.0,0.0122,0.0,0.0,17.0,55.4339
17 MOR,Guayaba,Guayaba,304.0,299.0,145.6371,4.0,0.4782321,32.0,6.9705706,0.0,0.0,80.0,138.1883
17 MOR,Limón,Limón,1428.0,1414.0,5308.4052,131.0,1.8517001,290.0,33.8720029,42.0,0.0052,612.0,5272.6764
17 MOR,Mango,Mango,215.0,213.0,747.4964,18.0,0.0127859,69.0,21.4157591,18.0,0.5613,89.0,725.5066
17 MOR,Manzana,Manzana,122.0,121.0,41.2387,0.0,0.0,21.0,1.2373382,0.0,0.0,76.0,40.0014
17 MOR,Naranja,Naranja,139.0,136.0,1940.3954,0.0,0.0,38.0,18.8572,0.0,0.0,57.0,1921.5382
17 MOR,Nopal verdura,Nopal verdura,2829.0,2828.0,186539.7231,812.0,87.5638603,1021.0,309.3421075,779.0,4.4591,2275.0,186138.358
17 MOR,Nuez,Nuez,30.0,30.0,3.2903,2.0,0.0024333,10.0,0.3536254,0.0,0.0,19.0,2.9342
17 MOR,Papaya,Papaya,136.0,134.0,1168.2765,3.0,0.1035498,29.0,3.663985,0.0,0.0,66.0,1164.509
17 MOR,Pasto cultivado,Pasto cultivado,192.0,192.0,4599.7115,11.0,22.8805167,1.0,0.8,111.0,3577.8167,78.0,998.2142
17 MOR,Piña,Piña,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17 MOR,Plátano,Plátano,52.0,52.0,363.7659,0.0,0.0,17.0,3.4216097,0.0,0.0,28.0,360.3443
17 MOR,Uva,Uva,5.0,5.0,0.3881,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3881
18 NAY,,Nayarit,9968.0,7116.0,,2591.0,,3344.0,,2039.0,,5386.0,
18 NAY,Anuales,Anuales,,,,,,,,,,,
18 NAY,Algodón,Algodón,,,3.7266,0.0,0.0,,0.004,0.0,0.0,,3.7226
18 NAY,Arroz,Arroz,832.0,832.0,63603.9939,428.0,162.0490579,418.0,38.4634,422.0,14.3731,811.0,63389.1083
18 NAY,Avena forrajera,Avena forrajera,24.0,24.0,117.895,14.0,1.55,1.0,1.9,19.0,71.535,6.0,42.91
18 NAY,Calabaza/calabacita,Calabaza/calabacita,1227.0,1226.0,6370.175,698.0,85.2977868,771.0,293.0154275,302.0,481.7738,739.0,5510.088
18 NAY,Cebolla,Cebolla,36.0,36.0,525.7591,0.0,0.0,6.0,0.5,0.0,0.0,28.0,525.2591
18 NAY,Chile,Chile,473.0,467.0,11204.9631,88.0,2.2884446,122.0,4.8555657,0.0,0.0,326.0,11197.819
18 NAY,Frijol,Frijol,13742.0,13742.0,82435.6361,7693.0,1515.3514813,9860.0,2142.1392631,4158.0,117.2601,12330.0,78660.8843
18 NAY,Jitomate (Tomate rojo),Jitomate (Tomate rojo),172.0,165.0,14964.9218,28.0,0.2802294,53.0,2.8861724,30.0,25.0414,127.0,14936.7136
18 NAY,Maíz forrajero,Maíz forrajero,4619.0,4619.0,404668.7319,421.0,62.2578556,1458.0,1009.8562559,3602.0,208838.3812,1973.0,194758.2365
18 NAY,Maíz grano amarillo,Maíz grano amarillo,1645.0,1645.0,28324.1421,568.0,57.7618739,794.0,959.9540625,943.0,10485.5056,574.0,16820.9206
18 NAY,Maíz grano blanco,Maíz grano blanco,17117.0,17117.0,223369.0912,11878.0,986.0103328,13302.0,11823.3185437,10338.0,36811.3078,7538.0,173748.4561
18 NAY,Melón,Melón,57.0,56.0,2488.1978,2.0,0.0006,11.0,16.7172774,0.0,0.0,48.0,2471.4799
18 NAY,Sandía,Sandía,763.0,762.0,79467.021,286.0,15.215868,382.0,437.1421863,251.0,79.5834,631.0,78935.0794
18 NAY,Sorgo forrajero,Sorgo forrajero,723.0,723.0,50967.7422,34.0,8.8527167,30.0,7.7738,452.0,30110.5715,193.0,20840.5442
18 NAY,Sorgo grano,Sorgo grano,8062.0,8062.0,313108.3156,3720.0,359.1193889,3690.0,79.2059042,3982.0,11233.2427,7933.0,301436.746
18 NAY,Soya,Soya,4.0,4.0,131.5533,2.0,130.003333,1.0,0.72,2.0,0.83,0.0,0.0
18 NAY,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),1143.0,1138.0,38024.9492,214.0,7.812618,215.0,1.5190382,219.0,294.2859,1049.0,37721.3319
18 NAY,Trigo grano,Trigo grano,7.0,7.0,165.9602,7.0,1.5436,7.0,1.4977,1.0,0.1928,5.0,162.7261
18 NAY,Perennes,Perennes,,,,,,,,,,,
18 NAY,Agave,Agave,3653.0,3653.0,183454.3479,16.0,57.2389635,5.0,0.071,2.0,0.3204,350.0,183396.7174
18 NAY,Aguacate,Aguacate,5340.0,5336.0,97899.2206,1005.0,3.1597,1447.0,186.1993502,1065.0,23.6967,3705.0,97686.1649
18 NAY,Alfalfa,Alfalfa,12.0,12.0,1738.1131,1.0,0.0064,4.0,0.0164,7.0,150.0128,8.0,1588.0775
18 NAY,Cacao,Cacao,28.0,28.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.75
18 NAY,Café,Café,3036.0,3036.0,9842.545,285.0,3.9023868,825.0,106.6280396,1.0,2.0,2566.0,9730.0146
18 NAY,Caña de azúcar,Caña de azúcar,7020.0,7020.0,2006145.0274,2773.0,13715.6411782,2712.0,307.3121932,2726.0,1991.5151,6731.0,1990130.559
18 NAY,Coco,Coco,474.0,473.0,12366.1439,131.0,2.3070487,155.0,69.0310208,130.0,9.205,307.0,12285.6008
18 NAY,Guayaba,Guayaba,740.0,740.0,357.0198,13.0,0.009,71.0,14.3589,0.0,0.0,57.0,342.6519
18 NAY,Limón,Limón,3181.0,3177.0,24735.2973,380.0,0.4982,644.0,67.9038478,210.0,0.5438,1212.0,24666.3515
18 NAY,Mango,Mango,9993.0,9990.0,395602.9916,2978.0,12.6304335,3370.0,404.6868116,3027.0,1173.9972,7973.0,394011.6775
18 NAY,Manzana,Manzana,373.0,373.0,42.2068,0.0,0.0,57.0,9.0463256,8.0,1.9,26.0,31.2605
18 NAY,Naranja,Naranja,181.0,181.0,61.2634,2.0,0.0003,15.0,2.8068,2.0,0.1666,12.0,58.2897
18 NAY,Nopal verdura,Nopal verdura,239.0,239.0,1604.6384,0.0,0.0,39.0,11.3592,20.0,2.2184,81.0,1591.0608
18 NAY,Nuez,Nuez,9.0,9.0,0.3,0.0,0.0,2.0,0.12,0.0,0.0,1.0,0.18
18 NAY,Papaya,Papaya,316.0,315.0,8264.9087,11.0,0.0042,40.0,28.805,26.0,107.0053,77.0,8129.0942
18 NAY,Pasto cultivado,Pasto cultivado,3420.0,3420.0,357261.7323,42.0,5.1791223,5.0,115.004,2099.0,95140.6591,1657.0,262000.8901
18 NAY,Piña,Piña,1137.0,1133.0,51116.1336,258.0,33.7621205,315.0,189.2048755,255.0,4.8947,726.0,50888.272
18 NAY,Plátano,Plátano,1720.0,1720.0,23219.6202,124.0,1.959826,288.0,47.0777967,135.0,8.9233,1215.0,23161.6593
18 NAY,Uva,Uva,4.0,4.0,22.8733,1.0,0.0052,1.0,0.018,1.0,0.0012,1.0,22.8489
19 NLN,,Nuevo León,6355.0,1783.0,,616.0,,584.0,,583.0,,895.0,
19 NLN,Anuales,Anuales,,,,,,,,,,,
19 NLN,Avena forrajera,Avena forrajera,682.0,682.0,18838.0423,122.0,37.5294897,11.0,7.0048,394.0,11204.6641,137.0,7588.8439
19 NLN,Brócoli,Brócoli,10.0,10.0,504.0151,0.0,0.0,0.0,0.0,0.0,0.0,9.0,504.0151
19 NLN,Calabaza/calabacita,Calabaza/calabacita,1378.0,1378.0,3235.0908,555.0,25.6985067,594.0,89.5462044,441.0,95.6377,539.0,3024.2083
19 NLN,Cebada grano,Cebada grano,154.0,154.0,450.9377,46.0,60.3967,2.0,0.0221,38.0,106.5031,29.0,284.0158
19 NLN,Cebolla,Cebolla,44.0,44.0,5447.826,0.0,0.0,20.0,0.0863,0.0,0.0,42.0,5447.7397
19 NLN,Chile,Chile,69.0,68.0,6149.5473,30.0,38.6226689,11.0,1.9315,1.0,5.0,59.0,6103.9931
19 NLN,Frijol,Frijol,1681.0,1681.0,1202.4047,759.0,61.4363013,948.0,298.2954575,74.0,23.3125,317.0,819.3603
19 NLN,Jitomate (Tomate rojo),Jitomate (Tomate rojo),52.0,31.0,3695.7406,5.0,0.0134,11.0,0.8721,5.0,0.2568,26.0,3694.5983
19 NLN,Maíz forrajero,Maíz forrajero,450.0,450.0,37143.2494,77.0,21.3386,63.0,33.3227,108.0,4161.3292,56.0,32927.2589
19 NLN,Maíz grano amarillo,Maíz grano amarillo,248.0,248.0,2388.2816,123.0,9.93099,136.0,94.1434602,85.0,347.5924,31.0,1936.6147
19 NLN,Maíz grano blanco,Maíz grano blanco,11955.0,11955.0,20294.3845,3975.0,539.072953,3987.0,2612.0872953,2725.0,4009.1478,1383.0,13134.0794
19 NLN,Melón,Melón,10.0,10.0,122.14,3.0,0.11,7.0,1.08,0.0,0.0,3.0,120.95
19 NLN,Papa,Papa,63.0,62.0,123891.3059,29.0,2076.499,36.0,19.6178,0.0,0.0,48.0,121795.1891
19 NLN,Sandía,Sandía,30.0,30.0,724.1915,7.0,0.1572,17.0,9.4382017,3.0,0.2079,16.0,714.3882
19 NLN,Sorgo forrajero,Sorgo forrajero,866.0,866.0,121330.6947,69.0,19.4772035,33.0,12.7927,572.0,78390.3958,197.0,42908.029
19 NLN,Sorgo grano,Sorgo grano,521.0,521.0,21054.2729,199.0,11.7134225,179.0,3.8513443,265.0,1173.5453,366.0,19865.1627
19 NLN,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),100.0,100.0,11832.7043,42.0,16.7542,37.0,1.4574,0.0,0.0,98.0,11814.4927
19 NLN,Trigo grano,Trigo grano,771.0,771.0,31144.1291,386.0,282.14125,332.0,44.219798,341.0,251.7141,646.0,30566.0541
19 NLN,Perennes,Perennes,,,,,,,,,,,
19 NLN,Agave,Agave,10.0,10.0,1.15,0.0,0.0,1.0,0.15,0.0,0.0,1.0,1.0
19 NLN,Aguacate,Aguacate,436.0,436.0,1254.0308,16.0,0.9358364,227.0,47.1215505,24.0,18.0022,316.0,1187.9713
19 NLN,Alfalfa,Alfalfa,652.0,652.0,124686.643,17.0,6.0221,163.0,9.6834559,461.0,20255.5126,547.0,104415.4248
19 NLN,Caña de azúcar,Caña de azúcar,11.0,11.0,121.8377,1.0,0.01,2.0,0.13,0.0,0.0,6.0,121.6977
19 NLN,Guayaba,Guayaba,,,0.105,0.0,0.0,,0.105,0.0,0.0,0.0,0.0
19 NLN,Limón,Limón,88.0,88.0,1880.7879,15.0,0.0377579,22.0,3.5959154,15.0,0.0078,29.0,1877.1465
19 NLN,Manzana,Manzana,187.0,186.0,232.2487,5.0,0.8995095,41.0,14.8476645,11.0,6.5372,83.0,209.9644
19 NLN,Naranja,Naranja,2058.0,2058.0,234759.8882,1221.0,6.0629373,1285.0,280.4834527,1210.0,4.5253,1650.0,234468.816
19 NLN,Nopal verdura,Nopal verdura,14.0,14.0,374.1823,0.0,0.0,6.0,0.7548,4.0,0.424,7.0,373.0035
19 NLN,Nuez,Nuez,1260.0,1257.0,2363.1568,79.0,6.6980019,263.0,47.5398198,67.0,0.3314,782.0,2308.5876
19 NLN,Papaya,Papaya,3.0,3.0,0.22,0.0,0.0,2.0,0.12,0.0,0.0,1.0,0.1
19 NLN,Pasto cultivado,Pasto cultivado,4125.0,4125.0,986844.2199,37.0,12.6067919,0.0,0.0,2805.0,187791.0038,2463.0,799040.6093
19 NLN,Plátano,Plátano,,,0.1,0.0,0.0,,0.1,0.0,0.0,0.0,0.0
19 NLN,Uva,Uva,7.0,7.0,9.302,0.0,0.0,1.0,0.002,0.0,0.0,2.0,9.3
20 OAX,,Oaxaca,35753.0,25110.0,,15788.0,,17268.0,,6095.0,,11231.0,
20 OAX,Anuales,Anuales,,,,,,,,,,,
20 OAX,Algodón,Algodón,7.0,7.0,1.703,3.0,0.036,0.0,0.0,0.0,0.0,3.0,1.667
20 OAX,Amaranto,Amaranto,35.0,35.0,14.7679,18.0,0.07855,16.0,0.85375,1.0,0.113,18.0,13.7226
20 OAX,Arroz,Arroz,11.0,11.0,13.56,7.0,0.115,7.0,0.979,4.0,1.609,3.0,10.857
20 OAX,Avena forrajera,Avena forrajera,1151.0,1151.0,8403.7262,129.0,10.8813626,20.0,7.9807,795.0,5771.8797,160.0,2612.9844
20 OAX,Brócoli,Brócoli,44.0,41.0,55.3947,2.0,0.0011,13.0,0.662311,8.0,0.1428,37.0,54.5885
20 OAX,Calabaza/calabacita,Calabaza/calabacita,20562.0,20552.0,92105.2384,14280.0,9832.5763171,16058.0,56346.675436,3376.0,11770.8323,4175.0,14155.1556
20 OAX,Cebada grano,Cebada grano,194.0,194.0,228.2763,67.0,5.5664931,38.0,4.00965,61.0,34.0489,34.0,184.6512
20 OAX,Cebolla,Cebolla,441.0,396.0,1167.8128,44.0,11.7965631,150.0,162.7109507,4.0,0.0851,342.0,993.2202
20 OAX,Chile,Chile,3074.0,2967.0,2685.5933,1512.0,48.3805304,1944.0,184.0745531,44.0,2.1107,2123.0,2451.0277
20 OAX,Frijol,Frijol,60727.0,60727.0,12847.1417,46332.0,943.859502,52098.0,6560.5408437,4080.0,78.1472,12329.0,5264.594
20 OAX,Jitomate (Tomate rojo),Jitomate (Tomate rojo),2435.0,1242.0,9487.0637,638.0,420.5814005,909.0,150.6063909,440.0,26.18,1043.0,8889.6957
20 OAX,Maíz forrajero,Maíz forrajero,2387.0,2387.0,45310.934,946.0,72.7505775,1174.0,1204.1505112,1183.0,29800.9148,456.0,14233.118
20 OAX,Maíz grano amarillo,Maíz grano amarillo,31160.0,31160.0,47049.242,27251.0,843.68332,28971.0,15549.1249437,11536.0,14225.7205,3262.0,16430.7123
20 OAX,Maíz grano blanco,Maíz grano blanco,250173.0,250173.0,324337.2654,191530.0,6639.9286886,225444.0,163895.0376052,92265.0,42229.2908,56512.0,111573.0064
20 OAX,Melón,Melón,336.0,335.0,3972.686,59.0,9.6187132,136.0,334.0506728,14.0,3.8242,208.0,3625.1922
20 OAX,Papa,Papa,342.0,340.0,559.9052,254.0,41.9551514,304.0,59.721169,14.0,7.8924,152.0,450.3363
20 OAX,Sandía,Sandía,924.0,922.0,12005.7692,228.0,90.2712198,491.0,1554.7625994,75.0,80.9711,589.0,10279.7647
20 OAX,Sorgo forrajero,Sorgo forrajero,1346.0,1346.0,62076.7041,148.0,27.4073901,418.0,23.0433,1098.0,24989.0572,549.0,37037.1963
20 OAX,Sorgo grano,Sorgo grano,2501.0,2501.0,37648.1563,524.0,38.2469692,379.0,24.195,990.0,3172.7993,1848.0,34412.915
20 OAX,Soya,Soya,22.0,22.0,29.082,6.0,0.0763833,14.0,3.8856712,2.0,0.0163,15.0,25.1036
20 OAX,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),763.0,751.0,1845.9268,242.0,27.1254062,394.0,24.9076745,14.0,2.5962,643.0,1791.2977
20 OAX,Trigo grano,Trigo grano,3441.0,3441.0,2014.1881,2304.0,275.2828,2332.0,465.3748138,655.0,151.3917,711.0,1122.1388
20 OAX,Perennes,Perennes,,,,,,,,,,,
20 OAX,Agave,Agave,21632.0,21606.0,116602.6646,172.0,3056.5376251,115.0,1290.9140179,13.0,0.0447,1183.0,112255.1685
20 OAX,Aguacate,Aguacate,5998.0,5979.0,7285.0602,188.0,969.8552422,2325.0,407.1086039,113.0,36.8051,2457.0,5871.2911
20 OAX,Alfalfa,Alfalfa,6308.0,6308.0,158847.5658,278.0,217.642202,2159.0,66.7312,5241.0,43161.2764,3197.0,115401.9159
20 OAX,Cacao,Cacao,1922.0,1920.0,324.0688,55.0,127.1639898,181.0,10.8449383,4.0,0.0965,402.0,185.9635
