ENT_FED,NOM_MUN,CULTIVO,DESCRIPCION,UP_TOTAL,UP_AGCA_PER,SUPSEM_AGCA_PER,SUPCOS_AGCA_PER,TON_AGCA,UP_AGCA_PER_T,SUPSEM_AGCA_PER_T,SUPCOS_AGCA_PER_T,TON_AGCA_T,UP_AGCA_PER_R,SUPSEM_AGCA_PER_R,SUPCOS_AGCA_PER_R,TON_AGCA_R
20 OAX,024 Cuyamecalco Villa de Zaragoza,Guayaba,Guayaba,6.0,6.0,3.205,0.0,0.0,6.0,3.205,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,024 Cuyamecalco Villa de Zaragoza,Limón,Limón,10.0,10.0,7.3706,2.3287,30.2964,9.0,6.6206,2.3287,30.2964,1.0,0.75,0.0,0.0
20 OAX,024 Cuyamecalco Villa de Zaragoza,Mango,Mango,6.0,6.0,1.785,1.205,0.41,6.0,1.785,1.205,0.41,0.0,0.0,0.0,0.0
20 OAX,024 Cuyamecalco Villa de Zaragoza,Manzana,Manzana,10.0,10.0,1.729,0.0,0.0,10.0,1.729,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,024 Cuyamecalco Villa de Zaragoza,Naranja,Naranja,9.0,9.0,4.8403,2.7313,27.4057,9.0,4.8403,2.7313,27.4057,0.0,0.0,0.0,0.0
20 OAX,024 Cuyamecalco Villa de Zaragoza,Nopal verdura,Nopal verdura,7.0,7.0,2.1,0.0,0.0,7.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,024 Cuyamecalco Villa de Zaragoza,Papaya,Papaya,,,0.379,0.0,0.0,,0.379,0.0,0.0,,0.0,0.0,0.0
20 OAX,024 Cuyamecalco Villa de Zaragoza,Piña,Piña,,,0.079,0.0,0.0,,0.079,0.0,0.0,,0.0,0.0,0.0
20 OAX,024 Cuyamecalco Villa de Zaragoza,Plátano,Plátano,29.0,29.0,12.9048,3.4208,10.5846,29.0,12.9048,3.4208,10.5846,0.0,0.0,0.0,0.0
20 OAX,025 Chahuites,,Chahuites,493.0,469.0,1426.0491,1389.3046,,365.0,1123.5291,1090.6192,,109.0,302.52,298.6854,
20 OAX,025 Chahuites,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,025 Chahuites,Guayaba,Guayaba,,,0.5,0.5,1.5,,0.5,0.5,1.5,,0.0,0.0,0.0
20 OAX,025 Chahuites,Limón,Limón,15.0,15.0,7.5,4.5,9.0,13.0,7.0,4.0,7.5,2.0,0.5,0.5,1.5
20 OAX,025 Chahuites,Mango,Mango,463.0,463.0,1416.2991,1383.8046,12845.5059,359.0,1114.2791,1085.6192,9329.1574,109.0,302.02,298.1854,3516.3485
20 OAX,025 Chahuites,Plátano,Plátano,,,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0
20 OAX,026 Chalcatongo de Hidalgo,,Chalcatongo de Hidalgo,1499.0,120.0,68.3112,32.7128,,96.0,56.9812,24.2328,,27.0,11.33,8.48,
20 OAX,026 Chalcatongo de Hidalgo,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,026 Chalcatongo de Hidalgo,Agave,Agave,5.0,5.0,4.4,0.1516,0.604,5.0,4.4,0.1516,0.604,0.0,0.0,0.0,0.0
20 OAX,026 Chalcatongo de Hidalgo,Aguacate,Aguacate,4.0,4.0,0.9024,0.6524,2.01,4.0,0.9024,0.6524,2.01,0.0,0.0,0.0,0.0
20 OAX,026 Chalcatongo de Hidalgo,Alfalfa,Alfalfa,15.0,15.0,4.8,4.3,70.5725,3.0,0.75,0.75,0.95,12.0,4.05,3.55,69.6225
20 OAX,026 Chalcatongo de Hidalgo,Fresa,Fresa,5.0,4.0,0.538,0.388,1.5196,3.0,0.288,0.138,0.9196,1.0,0.25,0.25,0.6
20 OAX,026 Chalcatongo de Hidalgo,Limón,Limón,5.0,5.0,3.25,1.1,0.115,4.0,2.25,1.1,0.115,1.0,1.0,0.0,0.0
20 OAX,026 Chalcatongo de Hidalgo,Mango,Mango,,,0.75,0.125,0.02,,0.5,0.0,0.0,,0.25,0.125,0.02
20 OAX,026 Chalcatongo de Hidalgo,Manzana,Manzana,4.0,4.0,4.25,1.225,0.35,4.0,4.25,1.225,0.35,0.0,0.0,0.0,0.0
20 OAX,026 Chalcatongo de Hidalgo,Papaya,Papaya,3.0,3.0,0.75,0.375,0.975,0.0,0.0,0.0,0.0,3.0,0.75,0.375,0.975
20 OAX,026 Chalcatongo de Hidalgo,Plátano,Plátano,,,0.15,0.15,0.05,,0.15,0.15,0.05,,0.0,0.0,0.0
20 OAX,027 Chiquihuitlán de Benito Juárez,,Chiquihuitlán de Benito Juárez,316.0,70.0,74.6,66.1,,70.0,74.6,66.1,,0.0,0.0,0.0,
20 OAX,027 Chiquihuitlán de Benito Juárez,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,027 Chiquihuitlán de Benito Juárez,Café,Café,18.0,18.0,16.25,13.5,2.9,18.0,16.25,13.5,2.9,0.0,0.0,0.0,0.0
20 OAX,027 Chiquihuitlán de Benito Juárez,Caña de azúcar,Caña de azúcar,60.0,60.0,57.73,51.98,247.701,60.0,57.73,51.98,247.701,0.0,0.0,0.0,0.0
20 OAX,027 Chiquihuitlán de Benito Juárez,Nopal verdura,Nopal verdura,,,0.37,0.37,0.54,,0.37,0.37,0.54,,0.0,0.0,0.0
20 OAX,028 Heroica Ciudad de Ejutla de Crespo,,Heroica Ciudad de Ejutla de Crespo,3251.0,428.0,945.2474,77.3317,,346.0,850.766,28.3927,,88.0,94.4814,48.939,
20 OAX,028 Heroica Ciudad de Ejutla de Crespo,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,028 Heroica Ciudad de Ejutla de Crespo,Agave,Agave,331.0,331.0,806.0603,4.42,183.52,320.0,785.1033,4.42,183.52,11.0,20.957,0.0,0.0
20 OAX,028 Heroica Ciudad de Ejutla de Crespo,Aguacate,Aguacate,25.0,25.0,28.7706,20.2206,125.5798,11.0,9.1292,4.1292,12.6048,14.0,19.6414,16.0914,112.975
20 OAX,028 Heroica Ciudad de Ejutla de Crespo,Alfalfa,Alfalfa,31.0,31.0,19.19,14.94,523.8467,5.0,0.895,0.895,0.854,26.0,18.295,14.045,522.9927
20 OAX,028 Heroica Ciudad de Ejutla de Crespo,Caña de azúcar,Caña de azúcar,,,0.06,0.06,7.02,,0.06,0.06,7.02,,0.0,0.0,0.0
20 OAX,028 Heroica Ciudad de Ejutla de Crespo,Fresa,Fresa,6.0,5.0,2.56,2.56,16.45,0.0,0.0,0.0,0.0,5.0,2.56,2.56,16.45
20 OAX,028 Heroica Ciudad de Ejutla de Crespo,Guayaba,Guayaba,4.0,4.0,2.0143,0.0143,0.2154,1.0,1.5,0.0,0.0,3.0,0.5143,0.0143,0.2154
20 OAX,028 Heroica Ciudad de Ejutla de Crespo,Limón,Limón,25.0,25.0,24.5334,8.173,28.0085,9.0,4.173,1.923,4.9085,16.0,20.3604,6.25,23.1
20 OAX,028 Heroica Ciudad de Ejutla de Crespo,Mango,Mango,,,0.5088,0.0088,0.087,,0.5,0.0,0.0,,0.0088,0.0088,0.087
20 OAX,028 Heroica Ciudad de Ejutla de Crespo,Naranja,Naranja,,,1.1,1.1,0.2,,0.1,0.1,0.1,,1.0,1.0,0.1
20 OAX,028 Heroica Ciudad de Ejutla de Crespo,Nopal verdura,Nopal verdura,,,0.85,0.75,1.16,,0.6,0.5,0.2,,0.25,0.25,0.96
20 OAX,028 Heroica Ciudad de Ejutla de Crespo,Plátano,Plátano,,,0.1259,0.1259,1.0354,,0.0955,0.0955,0.11,,0.0304,0.0304,0.9254
20 OAX,029 Eloxochitlán de Flores Magón,,Eloxochitlán de Flores Magón,848.0,245.0,189.1653,185.0303,,245.0,189.1653,185.0303,,0.0,0.0,0.0,
20 OAX,029 Eloxochitlán de Flores Magón,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,029 Eloxochitlán de Flores Magón,Aguacate,Aguacate,,,0.5,0.5,2.19,,0.5,0.5,2.19,,0.0,0.0,0.0
20 OAX,029 Eloxochitlán de Flores Magón,Café,Café,243.0,243.0,184.9108,180.7758,48.9177,243.0,184.9108,180.7758,48.9177,0.0,0.0,0.0,0.0
20 OAX,029 Eloxochitlán de Flores Magón,Caña de azúcar,Caña de azúcar,,,1.5045,1.5045,175.8,,1.5045,1.5045,175.8,,0.0,0.0,0.0
20 OAX,029 Eloxochitlán de Flores Magón,Naranja,Naranja,,,0.5,0.5,0.05,,0.5,0.5,0.05,,0.0,0.0,0.0
20 OAX,029 Eloxochitlán de Flores Magón,Plátano,Plátano,,,1.25,1.25,1.3,,1.25,1.25,1.3,,0.0,0.0,0.0
20 OAX,030 El Espinal,,El Espinal,386.0,58.0,370.1666,255.215,,13.0,35.3,18.55,,45.0,334.8666,236.665,
20 OAX,030 El Espinal,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,030 El Espinal,Agave,Agave,,,7.6,0.0,0.0,,4.0,0.0,0.0,,3.6,0.0,0.0
20 OAX,030 El Espinal,Coco,Coco,7.0,7.0,19.75,10.75,3.5,1.0,4.0,0.0,0.0,6.0,15.75,10.75,3.5
20 OAX,030 El Espinal,Guayaba,Guayaba,,,0.66,0.5,7.53,,0.0,0.0,0.0,,0.66,0.5,7.53
20 OAX,030 El Espinal,Limón,Limón,24.0,24.0,37.85,0.0,0.0,4.0,6.25,0.0,0.0,20.0,31.6,0.0,0.0
20 OAX,030 El Espinal,Mango,Mango,10.0,10.0,30.11,20.45,242.0288,1.0,0.25,0.25,1.0,9.0,29.86,20.2,241.0288
20 OAX,030 El Espinal,Naranja,Naranja,5.0,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.5,0.0,0.0
20 OAX,030 El Espinal,Papaya,Papaya,5.0,5.0,4.5125,3.0125,344.4259,0.0,0.0,0.0,0.0,5.0,4.5125,3.0125,344.4259
20 OAX,030 El Espinal,Pasto cultivado,Pasto cultivado,22.0,22.0,214.99,197.99,826.602,7.0,16.3,16.3,416.602,15.0,198.69,181.69,410.0
20 OAX,030 El Espinal,Plátano,Plátano,,,1.0216,0.0,0.0,,0.0,0.0,0.0,,1.0216,0.0,0.0
20 OAX,031 Tamazulápam del Espíritu Santo,,Tamazulápam del Espíritu Santo,1115.0,397.0,710.8042,186.7342,,395.0,702.4042,186.4842,,4.0,8.4,0.25,
20 OAX,031 Tamazulápam del Espíritu Santo,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,031 Tamazulápam del Espíritu Santo,Agave,Agave,69.0,69.0,90.08,2.0,135.94,69.0,90.08,2.0,135.94,0.0,0.0,0.0,0.0
20 OAX,031 Tamazulápam del Espíritu Santo,Aguacate,Aguacate,102.0,101.0,71.2209,21.6709,20.115,100.0,69.2209,21.6709,20.115,1.0,2.0,0.0,0.0
20 OAX,031 Tamazulápam del Espíritu Santo,Alfalfa,Alfalfa,,,0.1,0.1,0.6,,0.1,0.1,0.6,,0.0,0.0,0.0
20 OAX,031 Tamazulápam del Espíritu Santo,Café,Café,147.0,147.0,127.8821,69.767,21.7926,147.0,127.8821,69.767,21.7926,0.0,0.0,0.0,0.0
20 OAX,031 Tamazulápam del Espíritu Santo,Guayaba,Guayaba,26.0,26.0,25.325,1.0,0.05,26.0,25.325,1.0,0.05,0.0,0.0,0.0,0.0
20 OAX,031 Tamazulápam del Espíritu Santo,Limón,Limón,55.0,55.0,42.8379,5.51,8.3625,54.0,42.1879,5.51,8.3625,1.0,0.65,0.0,0.0
20 OAX,031 Tamazulápam del Espíritu Santo,Mango,Mango,3.0,3.0,0.36,0.0,0.0,3.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,031 Tamazulápam del Espíritu Santo,Manzana,Manzana,100.0,100.0,90.5554,20.7994,12.8025,98.0,87.0554,20.7994,12.8025,2.0,3.5,0.0,0.0
20 OAX,031 Tamazulápam del Espíritu Santo,Naranja,Naranja,10.0,10.0,8.05,1.35,0.32,10.0,8.05,1.35,0.32,0.0,0.0,0.0,0.0
20 OAX,031 Tamazulápam del Espíritu Santo,Nopal verdura,Nopal verdura,,,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0
20 OAX,031 Tamazulápam del Espíritu Santo,Nuez,Nuez,,,0.1,0.0,0.0,,0.1,0.0,0.0,,0.0,0.0,0.0
20 OAX,031 Tamazulápam del Espíritu Santo,Papaya,Papaya,4.0,4.0,3.27,0.01,0.012,4.0,3.27,0.01,0.012,0.0,0.0,0.0,0.0
20 OAX,031 Tamazulápam del Espíritu Santo,Piña,Piña,,,2.0,0.0,0.0,,2.0,0.0,0.0,,0.0,0.0,0.0
20 OAX,031 Tamazulápam del Espíritu Santo,Plátano,Plátano,38.0,38.0,23.275,5.13,25.425,38.0,23.275,5.13,25.425,0.0,0.0,0.0,0.0
20 OAX,032 Fresnillo de Trujano,,Fresnillo de Trujano,137.0,2.0,2.5,0.4955,,1.0,2.0,0.0,,1.0,0.5,0.4955,
20 OAX,032 Fresnillo de Trujano,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,032 Fresnillo de Trujano,Agave,Agave,,,2.0,0.0,0.0,,2.0,0.0,0.0,,0.0,0.0,0.0
20 OAX,032 Fresnillo de Trujano,Alfalfa,Alfalfa,,,0.5,0.4955,37.7621,,0.0,0.0,0.0,,0.5,0.4955,37.7621
20 OAX,033 Guadalupe Etla,,Guadalupe Etla,179.0,59.0,28.1282,27.6784,,6.0,0.9598,0.51,,53.0,27.1684,27.1684,
20 OAX,033 Guadalupe Etla,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,033 Guadalupe Etla,Agave,Agave,3.0,3.0,0.4498,0.0,0.0,3.0,0.4498,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,033 Guadalupe Etla,Aguacate,Aguacate,,,0.025,0.025,0.3,,0.0,0.0,0.0,,0.025,0.025,0.3
20 OAX,033 Guadalupe Etla,Alfalfa,Alfalfa,52.0,52.0,26.4774,26.4774,541.8022,3.0,0.51,0.51,1.3,49.0,25.9674,25.9674,540.5022
20 OAX,033 Guadalupe Etla,Caña de azúcar,Caña de azúcar,,,0.9,0.9,34.6396,,0.0,0.0,0.0,,0.9,0.9,34.6396
20 OAX,034 Guadalupe de Ramírez,,Guadalupe de Ramírez,51.0,3.0,10.5,10.5,,3.0,10.5,10.5,,0.0,0.0,0.0,
20 OAX,034 Guadalupe de Ramírez,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,034 Guadalupe de Ramírez,Limón,Limón,,,4.0,4.0,52.04,,4.0,4.0,52.04,,0.0,0.0,0.0
20 OAX,034 Guadalupe de Ramírez,Plátano,Plátano,,,0.5,0.5,0.05,,0.5,0.5,0.05,,0.0,0.0,0.0
20 OAX,035 Guelatao de Juárez,,Guelatao de Juárez,38.0,8.0,4.25,2.25,,7.0,3.75,1.75,,1.0,0.5,0.5,
20 OAX,035 Guelatao de Juárez,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,035 Guelatao de Juárez,Agave,Agave,4.0,4.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,035 Guelatao de Juárez,Alfalfa,Alfalfa,,,0.5,0.5,2.0,,0.0,0.0,0.0,,0.5,0.5,2.0
20 OAX,035 Guelatao de Juárez,Limón,Limón,,,1.25,1.25,0.25,,1.25,1.25,0.25,,0.0,0.0,0.0
20 OAX,036 Guevea de Humboldt,,Guevea de Humboldt,799.0,451.0,1978.9175,450.6043,,450.0,1976.4175,450.6043,,1.0,2.5,0.0,
20 OAX,036 Guevea de Humboldt,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,036 Guevea de Humboldt,Agave,Agave,11.0,11.0,67.75,0.0,0.0,11.0,67.75,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,036 Guevea de Humboldt,Aguacate,Aguacate,36.0,36.0,46.15,2.75,6.17,36.0,46.15,2.75,6.17,0.0,0.0,0.0,0.0
20 OAX,036 Guevea de Humboldt,Cacao,Cacao,20.0,20.0,32.85,0.0,0.0,20.0,32.85,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,036 Guevea de Humboldt,Café,Café,412.0,412.0,1136.8,369.25,246.7235,412.0,1136.8,369.25,246.7235,0.0,0.0,0.0,0.0
20 OAX,036 Guevea de Humboldt,Caña de azúcar,Caña de azúcar,,,0.5,0.5,0.4,,0.5,0.5,0.4,,0.0,0.0,0.0
20 OAX,036 Guevea de Humboldt,Guayaba,Guayaba,,,0.0691,0.0691,0.3,,0.0691,0.0691,0.3,,0.0,0.0,0.0
20 OAX,036 Guevea de Humboldt,Limón,Limón,85.0,85.0,118.1632,0.0,0.0,84.0,117.6632,0.0,0.0,1.0,0.5,0.0,0.0
20 OAX,036 Guevea de Humboldt,Mango,Mango,,,0.0632,0.0632,0.2,,0.0632,0.0632,0.2,,0.0,0.0,0.0
20 OAX,036 Guevea de Humboldt,Manzana,Manzana,20.0,20.0,26.65,4.95,0.15,20.0,26.65,4.95,0.15,0.0,0.0,0.0,0.0
20 OAX,036 Guevea de Humboldt,Naranja,Naranja,102.0,102.0,153.65,1.5,0.23,102.0,153.65,1.5,0.23,0.0,0.0,0.0,0.0
20 OAX,036 Guevea de Humboldt,Nopal verdura,Nopal verdura,,,0.5,0.5,0.56,,0.5,0.5,0.56,,0.0,0.0,0.0
20 OAX,036 Guevea de Humboldt,Pasto cultivado,Pasto cultivado,3.0,3.0,22.0,22.0,22.0,3.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0
20 OAX,036 Guevea de Humboldt,Plátano,Plátano,20.0,20.0,55.0,18.3,330.792,20.0,55.0,18.3,330.792,0.0,0.0,0.0,0.0
20 OAX,037 Mesones Hidalgo,,Mesones Hidalgo,726.0,54.0,148.5038,96.7271,,50.0,146.4418,94.6651,,5.0,2.062,2.062,
20 OAX,037 Mesones Hidalgo,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,037 Mesones Hidalgo,Aguacate,Aguacate,,,1.25,0.1,0.4,,1.25,0.1,0.4,,0.0,0.0,0.0
20 OAX,037 Mesones Hidalgo,Cacao,Cacao,,,0.75,0.25,0.01,,0.75,0.25,0.01,,0.0,0.0,0.0
20 OAX,037 Mesones Hidalgo,Café,Café,,,0.5,0.5,0.02,,0.5,0.5,0.02,,0.0,0.0,0.0
20 OAX,037 Mesones Hidalgo,Coco,Coco,3.0,3.0,1.08,0.33,0.3,3.0,1.08,0.33,0.3,0.0,0.0,0.0,0.0
20 OAX,037 Mesones Hidalgo,Limón,Limón,9.0,9.0,7.613,5.95,1.17,9.0,7.613,5.95,1.17,0.0,0.0,0.0,0.0
20 OAX,037 Mesones Hidalgo,Mango,Mango,3.0,3.0,0.913,0.913,4.2,3.0,0.913,0.913,4.2,0.0,0.0,0.0,0.0
20 OAX,037 Mesones Hidalgo,Naranja,Naranja,,,5.0,1.0,0.144,,5.0,1.0,0.144,,0.0,0.0,0.0
20 OAX,037 Mesones Hidalgo,Pasto cultivado,Pasto cultivado,16.0,16.0,79.6483,36.2596,1138.266,13.0,77.6483,34.2596,1114.266,4.0,2.0,2.0,24.0
20 OAX,037 Mesones Hidalgo,Piña,Piña,,,1.0,1.0,5.0,,1.0,1.0,5.0,,0.0,0.0,0.0
20 OAX,037 Mesones Hidalgo,Plátano,Plátano,8.0,8.0,2.082,1.957,2.08,8.0,2.082,1.957,2.08,0.0,0.0,0.0,0.0
20 OAX,038 Villa Hidalgo,,Villa Hidalgo,285.0,138.0,562.9,101.0,,117.0,281.525,61.875,,77.0,281.375,39.125,
20 OAX,038 Villa Hidalgo,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,038 Villa Hidalgo,Agave,Agave,95.0,95.0,91.1,5.6,220.11,93.0,86.85,5.6,220.11,2.0,4.25,0.0,0.0
20 OAX,038 Villa Hidalgo,Aguacate,Aguacate,44.0,44.0,32.3,3.25,25.785,11.0,5.55,1.5,0.2,33.0,26.75,1.75,25.585
20 OAX,038 Villa Hidalgo,Cacao,Cacao,,,0.25,0.0,0.0,,0.0,0.0,0.0,,0.25,0.0,0.0
20 OAX,038 Villa Hidalgo,Café,Café,46.0,46.0,28.3,9.15,5.2675,29.0,16.05,7.4,3.5815,17.0,12.25,1.75,1.686
20 OAX,038 Villa Hidalgo,Caña de azúcar,Caña de azúcar,66.0,66.0,26.025,24.775,14.6771,23.0,11.65,10.9,4.0491,43.0,14.375,13.875,10.628
20 OAX,038 Villa Hidalgo,Guayaba,Guayaba,14.0,14.0,13.05,5.5,8.65,4.0,4.3,3.5,1.05,10.0,8.75,2.0,7.6
20 OAX,038 Villa Hidalgo,Limón,Limón,73.0,73.0,57.1,3.35,1.103,26.0,20.1,1.85,0.043,47.0,37.0,1.5,1.06
20 OAX,038 Villa Hidalgo,Mango,Mango,24.0,24.0,17.0,4.0,25.701,10.0,7.25,2.75,25.081,14.0,9.75,1.25,0.62
20 OAX,038 Villa Hidalgo,Manzana,Manzana,20.0,20.0,20.25,4.5,0.875,7.0,6.75,3.5,0.775,13.0,13.5,1.0,0.1
20 OAX,038 Villa Hidalgo,Naranja,Naranja,65.0,65.0,55.6,0.25,0.3,28.0,23.1,0.0,0.0,37.0,32.5,0.25,0.3
20 OAX,038 Villa Hidalgo,Nopal verdura,Nopal verdura,13.0,13.0,10.75,0.0,0.0,4.0,2.75,0.0,0.0,9.0,8.0,0.0,0.0
20 OAX,038 Villa Hidalgo,Papaya,Papaya,4.0,4.0,4.75,1.25,54.1666,1.0,1.25,1.25,54.1666,3.0,3.5,0.0,0.0
20 OAX,038 Villa Hidalgo,Piña,Piña,,,0.95,0.0,0.0,,0.95,0.0,0.0,,0.0,0.0,0.0
20 OAX,038 Villa Hidalgo,Plátano,Plátano,51.0,51.0,45.325,17.525,5.711,21.0,15.325,6.775,0.685,30.0,30.0,10.75,5.026
20 OAX,039 Heroica Ciudad de Huajuapan de León,,Heroica Ciudad de Huajuapan de León,767.0,48.0,71.47,40.91,,29.0,46.25,19.17,,19.0,25.22,21.74,
20 OAX,039 Heroica Ciudad de Huajuapan de León,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,039 Heroica Ciudad de Huajuapan de León,Agave,Agave,4.0,4.0,9.58,2.5,7.0,3.0,8.0,2.5,7.0,1.0,1.58,0.0,0.0
20 OAX,039 Heroica Ciudad de Huajuapan de León,Aguacate,Aguacate,9.0,9.0,7.68,5.78,1.23,6.0,4.7,3.2,0.22,3.0,2.98,2.58,1.01
20 OAX,039 Heroica Ciudad de Huajuapan de León,Alfalfa,Alfalfa,14.0,14.0,9.78,9.78,145.6625,2.0,1.25,1.25,25.0,12.0,8.53,8.53,120.6625
20 OAX,039 Heroica Ciudad de Huajuapan de León,Guayaba,Guayaba,,,2.0,1.0,0.01,,1.0,0.0,0.0,,1.0,1.0,0.01
20 OAX,039 Heroica Ciudad de Huajuapan de León,Limón,Limón,17.0,17.0,17.54,5.08,44.08,13.0,11.46,0.0,0.0,4.0,6.08,5.08,44.08
20 OAX,039 Heroica Ciudad de Huajuapan de León,Mango,Mango,,,1.0,1.0,0.01,,0.0,0.0,0.0,,1.0,1.0,0.01
20 OAX,039 Heroica Ciudad de Huajuapan de León,Naranja,Naranja,,,4.2,0.0,0.0,,4.2,0.0,0.0,,0.0,0.0,0.0
20 OAX,039 Heroica Ciudad de Huajuapan de León,Nopal verdura,Nopal verdura,3.0,3.0,1.05,1.05,2.3,2.0,0.75,0.75,2.0,1.0,0.3,0.3,0.3
20 OAX,039 Heroica Ciudad de Huajuapan de León,Pasto cultivado,Pasto cultivado,,,2.0,2.0,12.0,,0.0,0.0,0.0,,2.0,2.0,12.0
20 OAX,040 Huautepec,,Huautepec,1990.0,429.0,624.9247,603.096,,429.0,624.9247,603.096,,0.0,0.0,0.0,
20 OAX,040 Huautepec,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,040 Huautepec,Aguacate,Aguacate,,,1.25,1.25,0.53,,1.25,1.25,0.53,,0.0,0.0,0.0
20 OAX,040 Huautepec,Café,Café,296.0,295.0,318.9012,305.7925,128.6858,295.0,318.9012,305.7925,128.6858,0.0,0.0,0.0,0.0
20 OAX,040 Huautepec,Caña de azúcar,Caña de azúcar,178.0,178.0,295.7935,288.0435,3787.746,178.0,295.7935,288.0435,3787.746,0.0,0.0,0.0,0.0
20 OAX,040 Huautepec,Limón,Limón,,,1.94,0.97,0.04,,1.94,0.97,0.04,,0.0,0.0,0.0
20 OAX,040 Huautepec,Papaya,Papaya,,,0.97,0.97,42.0333,,0.97,0.97,42.0333,,0.0,0.0,0.0
20 OAX,040 Huautepec,Plátano,Plátano,4.0,4.0,2.32,2.32,0.78,4.0,2.32,2.32,0.78,0.0,0.0,0.0,0.0
20 OAX,041 Huautla de Jiménez,,Huautla de Jiménez,2821.0,907.0,576.8405,510.6585,,905.0,575.4015,509.2575,,2.0,1.439,1.401,
20 OAX,041 Huautla de Jiménez,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,041 Huautla de Jiménez,Aguacate,Aguacate,26.0,26.0,8.1278,6.1678,11.701,26.0,8.1278,6.1678,11.701,0.0,0.0,0.0,0.0
20 OAX,041 Huautla de Jiménez,Café,Café,826.0,825.0,479.1207,429.5924,155.0775,824.0,477.7457,428.2174,154.7775,1.0,1.375,1.375,0.3
20 OAX,041 Huautla de Jiménez,Caña de azúcar,Caña de azúcar,33.0,33.0,32.6568,30.8568,174.1537,33.0,32.6568,30.8568,174.1537,0.0,0.0,0.0,0.0
20 OAX,041 Huautla de Jiménez,Fresa,Fresa,,,0.001,0.001,0.007,,0.0,0.0,0.0,,0.001,0.001,0.007
20 OAX,041 Huautla de Jiménez,Guayaba,Guayaba,,,0.09,0.03,0.1,,0.09,0.03,0.1,,0.0,0.0,0.0
20 OAX,041 Huautla de Jiménez,Limón,Limón,15.0,15.0,9.6034,2.6759,1.6534,15.0,9.6034,2.6759,1.6534,0.0,0.0,0.0,0.0
20 OAX,041 Huautla de Jiménez,Manzana,Manzana,,,0.39,0.0,0.0,,0.39,0.0,0.0,,0.0,0.0,0.0
20 OAX,041 Huautla de Jiménez,Naranja,Naranja,,,1.515,1.515,0.28,,1.515,1.515,0.28,,0.0,0.0,0.0
20 OAX,041 Huautla de Jiménez,Nopal verdura,Nopal verdura,,,0.0314,0.0314,0.01,,0.0314,0.0314,0.01,,0.0,0.0,0.0
20 OAX,041 Huautla de Jiménez,Nuez,Nuez,,,0.007,0.0,0.0,,0.007,0.0,0.0,,0.0,0.0,0.0
20 OAX,041 Huautla de Jiménez,Papaya,Papaya,,,0.1125,0.0,0.0,,0.1125,0.0,0.0,,0.0,0.0,0.0
20 OAX,041 Huautla de Jiménez,Plátano,Plátano,46.0,46.0,14.7882,12.2258,676.9621,46.0,14.7882,12.2258,676.9621,0.0,0.0,0.0,0.0
20 OAX,042 Ixtlán de Juárez,,Ixtlán de Juárez,1082.0,483.0,793.3109,423.1173,,466.0,774.5609,416.8173,,17.0,18.75,6.3,
20 OAX,042 Ixtlán de Juárez,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,042 Ixtlán de Juárez,Agave,Agave,5.0,5.0,7.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,042 Ixtlán de Juárez,Aguacate,Aguacate,28.0,28.0,15.251,4.33,27.2224,26.0,14.501,3.58,26.6841,2.0,0.75,0.75,0.5383
20 OAX,042 Ixtlán de Juárez,Cacao,Cacao,19.0,19.0,13.375,3.0,0.394,19.0,13.375,3.0,0.394,0.0,0.0,0.0,0.0
20 OAX,042 Ixtlán de Juárez,Café,Café,333.0,333.0,426.8004,333.4204,155.201,333.0,426.8004,333.4204,155.201,0.0,0.0,0.0,0.0
