ENT_FED,NOM_MUN,CULTIVO,DESCRIPCION,UP_TOTAL,UP_AGCA_PER,SUPSEM_AGCA_PER,SUPCOS_AGCA_PER,TON_AGCA,UP_AGCA_PER_T,SUPSEM_AGCA_PER_T,SUPCOS_AGCA_PER_T,TON_AGCA_T,UP_AGCA_PER_R,SUPSEM_AGCA_PER_R,SUPCOS_AGCA_PER_R,TON_AGCA_R
20 OAX,006 Asunción Nochixtlán,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,006 Asunción Nochixtlán,Agave,Agave,71.0,71.0,78.761,2.0,10.0,70.0,77.861,2.0,10.0,1.0,0.9,0.0,0.0
20 OAX,006 Asunción Nochixtlán,Aguacate,Aguacate,14.0,14.0,3.5625,0.0,0.0,13.0,3.3125,0.0,0.0,1.0,0.25,0.0,0.0
20 OAX,006 Asunción Nochixtlán,Alfalfa,Alfalfa,,,2.75,2.75,2.74,,0.75,0.75,0.5,,2.0,2.0,2.24
20 OAX,006 Asunción Nochixtlán,Fresa,Fresa,,,0.5,0.5,0.25,,0.0,0.0,0.0,,0.5,0.5,0.25
20 OAX,006 Asunción Nochixtlán,Guayaba,Guayaba,26.0,26.0,6.555,0.0,0.0,26.0,6.555,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,006 Asunción Nochixtlán,Limón,Limón,21.0,21.0,3.8675,0.0,0.0,20.0,3.6175,0.0,0.0,1.0,0.25,0.0,0.0
20 OAX,006 Asunción Nochixtlán,Mango,Mango,,,0.25,0.0,0.0,,0.0,0.0,0.0,,0.25,0.0,0.0
20 OAX,006 Asunción Nochixtlán,Manzana,Manzana,46.0,46.0,12.18,0.1,0.003,46.0,12.18,0.1,0.003,0.0,0.0,0.0,0.0
20 OAX,006 Asunción Nochixtlán,Naranja,Naranja,,,0.45,0.0,0.0,,0.2,0.0,0.0,,0.25,0.0,0.0
20 OAX,006 Asunción Nochixtlán,Nopal verdura,Nopal verdura,48.0,48.0,18.056,6.95,1.19,48.0,18.056,6.95,1.19,0.0,0.0,0.0,0.0
20 OAX,006 Asunción Nochixtlán,Papaya,Papaya,,,0.3375,0.0,0.0,,0.3375,0.0,0.0,,0.0,0.0,0.0
20 OAX,006 Asunción Nochixtlán,Pasto cultivado,Pasto cultivado,,,2.05,2.05,20.0,,2.05,2.05,20.0,,0.0,0.0,0.0
20 OAX,007 Asunción Ocotlán,,Asunción Ocotlán,133.0,2.0,0.56,0.31,,1.0,0.06,0.06,,1.0,0.5,0.25,
20 OAX,007 Asunción Ocotlán,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,007 Asunción Ocotlán,Aguacate,Aguacate,,,0.03,0.03,0.1,,0.03,0.03,0.1,,0.0,0.0,0.0
20 OAX,007 Asunción Ocotlán,Mango,Mango,,,0.03,0.03,0.1,,0.03,0.03,0.1,,0.0,0.0,0.0
20 OAX,008 Asunción Tlacolulita,,Asunción Tlacolulita,187.0,97.0,626.67,232.58,,93.0,587.28,223.78,,8.0,39.39,8.8,
20 OAX,008 Asunción Tlacolulita,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,008 Asunción Tlacolulita,Agave,Agave,68.0,68.0,126.28,0.0,0.0,66.0,123.75,0.0,0.0,2.0,2.53,0.0,0.0
20 OAX,008 Asunción Tlacolulita,Aguacate,Aguacate,,,2.0,2.0,6.08,,2.0,2.0,6.08,,0.0,0.0,0.0
20 OAX,008 Asunción Tlacolulita,Café,Café,4.0,4.0,4.5,3.0,0.53,4.0,4.5,3.0,0.53,0.0,0.0,0.0,0.0
20 OAX,008 Asunción Tlacolulita,Limón,Limón,28.0,28.0,56.29,0.0,0.0,23.0,47.5,0.0,0.0,5.0,8.79,0.0,0.0
20 OAX,008 Asunción Tlacolulita,Mango,Mango,9.0,9.0,13.27,9.77,53.26,7.0,11.0,7.5,3.2,2.0,2.27,2.27,50.06
20 OAX,008 Asunción Tlacolulita,Manzana,Manzana,,,4.75,4.75,0.4,,4.75,4.75,0.4,,0.0,0.0,0.0
20 OAX,008 Asunción Tlacolulita,Naranja,Naranja,13.0,13.0,26.27,0.0,0.0,9.0,20.0,0.0,0.0,4.0,6.27,0.0,0.0
20 OAX,008 Asunción Tlacolulita,Nopal verdura,Nopal verdura,,,2.5,2.5,0.01,,2.5,2.5,0.01,,0.0,0.0,0.0
20 OAX,008 Asunción Tlacolulita,Piña,Piña,,,2.5,0.0,0.0,,2.5,0.0,0.0,,0.0,0.0,0.0
20 OAX,008 Asunción Tlacolulita,Plátano,Plátano,,,2.02,2.02,0.15,,2.0,2.0,0.1,,0.02,0.02,0.05
20 OAX,009 Ayotzintepec,,Ayotzintepec,737.0,38.0,111.05,18.8433,,37.0,109.26,17.06,,1.0,1.79,1.7833,
20 OAX,009 Ayotzintepec,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,009 Ayotzintepec,Aguacate,Aguacate,,,0.25,0.25,0.05,,0.25,0.25,0.05,,0.0,0.0,0.0
20 OAX,009 Ayotzintepec,Cacao,Cacao,4.0,4.0,4.45,4.45,1.42,4.0,4.45,4.45,1.42,0.0,0.0,0.0,0.0
20 OAX,009 Ayotzintepec,Café,Café,9.0,9.0,9.75,9.25,5.9,9.0,9.75,9.25,5.9,0.0,0.0,0.0,0.0
20 OAX,009 Ayotzintepec,Limón,Limón,3.0,3.0,2.1,0.0,0.0,3.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,009 Ayotzintepec,Naranja,Naranja,4.0,4.0,7.29,1.7833,11.6984,3.0,5.5,0.0,0.0,1.0,1.79,1.7833,11.6984
20 OAX,009 Ayotzintepec,Pasto cultivado,Pasto cultivado,17.0,17.0,83.1,0.0,0.0,17.0,83.1,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,009 Ayotzintepec,Plátano,Plátano,7.0,7.0,3.11,3.11,3.9028,7.0,3.11,3.11,3.9028,0.0,0.0,0.0,0.0
20 OAX,010 El Barrio de la Soledad,,El Barrio de la Soledad,683.0,85.0,510.6996,85.1969,,81.0,493.1906,82.5629,,7.0,17.509,2.634,
20 OAX,010 El Barrio de la Soledad,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,010 El Barrio de la Soledad,Agave,Agave,10.0,10.0,16.75,0.0,0.0,10.0,16.75,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,010 El Barrio de la Soledad,Aguacate,Aguacate,13.0,13.0,13.2036,2.5036,0.5522,13.0,13.2036,2.5036,0.5522,0.0,0.0,0.0,0.0
20 OAX,010 El Barrio de la Soledad,Cacao,Cacao,3.0,3.0,7.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,010 El Barrio de la Soledad,Café,Café,8.0,8.0,9.2512,0.0012,0.0009,8.0,9.2512,0.0012,0.0009,0.0,0.0,0.0,0.0
20 OAX,010 El Barrio de la Soledad,Coco,Coco,10.0,10.0,16.5,5.5,10.9399,9.0,15.5,4.5,3.8236,1.0,1.0,1.0,7.1163
20 OAX,010 El Barrio de la Soledad,Guayaba,Guayaba,6.0,6.0,11.7505,0.0005,0.0003,6.0,11.7505,0.0005,0.0003,0.0,0.0,0.0,0.0
20 OAX,010 El Barrio de la Soledad,Limón,Limón,39.0,39.0,49.627,3.95,5.7013,35.0,46.127,3.825,4.12,4.0,3.5,0.125,1.5813
20 OAX,010 El Barrio de la Soledad,Mango,Mango,22.0,22.0,40.204,1.504,15.8242,20.0,38.45,1.5,15.76,2.0,1.754,0.004,0.0642
20 OAX,010 El Barrio de la Soledad,Naranja,Naranja,21.0,21.0,26.2507,0.5,8.6833,21.0,26.2507,0.5,8.6833,0.0,0.0,0.0,0.0
20 OAX,010 El Barrio de la Soledad,Nopal verdura,Nopal verdura,4.0,4.0,6.25,0.0,0.0,4.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,010 El Barrio de la Soledad,Papaya,Papaya,6.0,6.0,3.4506,1.7006,64.205,5.0,2.4506,0.7006,34.205,1.0,1.0,1.0,30.0
20 OAX,010 El Barrio de la Soledad,Pasto cultivado,Pasto cultivado,14.0,14.0,74.0,35.0,47.401,13.0,71.5,35.0,47.401,2.0,2.5,0.0,0.0
20 OAX,010 El Barrio de la Soledad,Piña,Piña,5.0,5.0,9.5,0.0,0.0,5.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,010 El Barrio de la Soledad,Plátano,Plátano,12.0,12.0,12.4,0.75,4.005,10.0,9.65,0.25,0.005,2.0,2.75,0.5,4.0
20 OAX,011 Calihualá,,Calihualá,277.0,12.0,6.288,4.013,,5.0,1.705,0.43,,6.0,4.583,3.583,
20 OAX,011 Calihualá,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,011 Calihualá,Agave,Agave,,,0.525,0.0,0.0,,0.525,0.0,0.0,,0.0,0.0,0.0
20 OAX,011 Calihualá,Aguacate,Aguacate,,,0.04,0.04,0.06,,0.04,0.04,0.06,,0.0,0.0,0.0
20 OAX,011 Calihualá,Limón,Limón,,,1.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0
20 OAX,011 Calihualá,Mango,Mango,,,0.623,0.623,1.5,,0.04,0.04,1.2,,0.583,0.583,0.3
20 OAX,011 Calihualá,Naranja,Naranja,,,0.5,0.5,2.15,,0.25,0.25,0.15,,0.25,0.25,2.0
20 OAX,011 Calihualá,Papaya,Papaya,,,0.25,0.0,0.0,,0.25,0.0,0.0,,0.0,0.0,0.0
20 OAX,011 Calihualá,Pasto cultivado,Pasto cultivado,4.0,4.0,2.75,2.75,26.2,0.0,0.0,0.0,0.0,4.0,2.75,2.75,26.2
20 OAX,011 Calihualá,Plátano,Plátano,,,0.1,0.1,0.04,,0.1,0.1,0.04,,0.0,0.0,0.0
20 OAX,012 Candelaria Loxicha,,Candelaria Loxicha,1051.0,768.0,2828.7806,1752.55,,768.0,2828.7806,1752.55,,0.0,0.0,0.0,
20 OAX,012 Candelaria Loxicha,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,012 Candelaria Loxicha,Agave,Agave,,,2.0,0.0,0.0,,2.0,0.0,0.0,,0.0,0.0,0.0
20 OAX,012 Candelaria Loxicha,Cacao,Cacao,199.0,199.0,329.15,87.85,38.454,199.0,329.15,87.85,38.454,0.0,0.0,0.0,0.0
20 OAX,012 Candelaria Loxicha,Café,Café,665.0,665.0,1774.45,1256.4,708.5398,665.0,1774.45,1256.4,708.5398,0.0,0.0,0.0,0.0
20 OAX,012 Candelaria Loxicha,Limón,Limón,17.0,17.0,25.75,1.0,3.3318,17.0,25.75,1.0,3.3318,0.0,0.0,0.0,0.0
20 OAX,012 Candelaria Loxicha,Naranja,Naranja,21.0,21.0,31.9,11.75,90.966,21.0,31.9,11.75,90.966,0.0,0.0,0.0,0.0
20 OAX,012 Candelaria Loxicha,Pasto cultivado,Pasto cultivado,,,1.5,0.5,0.5,,1.5,0.5,0.5,,0.0,0.0,0.0
20 OAX,012 Candelaria Loxicha,Piña,Piña,3.0,3.0,3.005,1.0,0.01,3.0,3.005,1.0,0.01,0.0,0.0,0.0,0.0
20 OAX,012 Candelaria Loxicha,Plátano,Plátano,236.0,236.0,325.25,221.5,2957.9561,236.0,325.25,221.5,2957.9561,0.0,0.0,0.0,0.0
20 OAX,013 Ciénega de Zimatlán,,Ciénega de Zimatlán,456.0,193.0,147.2213,139.5499,,32.0,15.5393,11.8579,,168.0,131.682,127.692,
20 OAX,013 Ciénega de Zimatlán,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,013 Ciénega de Zimatlán,Agave,Agave,8.0,8.0,3.4742,0.0,0.0,8.0,3.4742,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,013 Ciénega de Zimatlán,Aguacate,Aguacate,,,1.4,0.005,0.05,,0.0,0.0,0.0,,1.4,0.005,0.05
20 OAX,013 Ciénega de Zimatlán,Alfalfa,Alfalfa,176.0,176.0,130.668,128.073,3365.5108,17.0,8.8637,8.8637,67.5451,161.0,121.8043,119.2093,3297.9657
20 OAX,013 Ciénega de Zimatlán,Caña de azúcar,Caña de azúcar,17.0,17.0,8.9777,8.9777,711.6195,2.0,1.5,1.5,68.56,15.0,7.4777,7.4777,643.0595
20 OAX,013 Ciénega de Zimatlán,Limón,Limón,3.0,2.0,1.2,1.0,0.42,2.0,1.2,1.0,0.42,0.0,0.0,0.0,0.0
20 OAX,013 Ciénega de Zimatlán,Pasto cultivado,Pasto cultivado,,,1.25,1.25,8.0647,,0.25,0.25,1.0,,1.0,1.0,7.0647
20 OAX,014 Ciudad Ixtepec,,Ciudad Ixtepec,128.0,9.0,17.02,3.02,,8.0,16.02,3.02,,1.0,1.0,0.0,
20 OAX,014 Ciudad Ixtepec,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,014 Ciudad Ixtepec,Limón,Limón,4.0,4.0,7.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0
20 OAX,014 Ciudad Ixtepec,Mango,Mango,,,1.5,0.0,0.0,,1.5,0.0,0.0,,0.0,0.0,0.0
20 OAX,014 Ciudad Ixtepec,Pasto cultivado,Pasto cultivado,,,4.0,3.0,31.0,,4.0,3.0,31.0,,0.0,0.0,0.0
20 OAX,015 Coatecas Altas,,Coatecas Altas,1419.0,447.0,1151.7237,157.965,,427.0,1093.4487,140.19,,25.0,58.275,17.775,
20 OAX,015 Coatecas Altas,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,015 Coatecas Altas,Agave,Agave,423.0,423.0,752.1877,68.385,2134.4085,410.0,730.3377,64.885,1859.3785,14.0,21.85,3.5,275.03
20 OAX,015 Coatecas Altas,Aguacate,Aguacate,6.0,6.0,11.85,10.35,37.034,4.0,8.35,6.85,17.504,2.0,3.5,3.5,19.53
20 OAX,015 Coatecas Altas,Alfalfa,Alfalfa,,,0.25,0.25,25.0,,0.0,0.0,0.0,,0.25,0.25,25.0
20 OAX,015 Coatecas Altas,Guayaba,Guayaba,11.0,11.0,19.68,7.83,1.41,10.0,16.18,4.33,1.38,1.0,3.5,3.5,0.03
20 OAX,015 Coatecas Altas,Limón,Limón,23.0,23.0,29.09,0.0,0.0,19.0,23.59,0.0,0.0,4.0,5.5,0.0,0.0
20 OAX,015 Coatecas Altas,Mango,Mango,,,0.5,0.0,0.0,,0.5,0.0,0.0,,0.0,0.0,0.0
20 OAX,015 Coatecas Altas,Naranja,Naranja,,,0.35,0.0,0.0,,0.0,0.0,0.0,,0.35,0.0,0.0
20 OAX,015 Coatecas Altas,Nopal verdura,Nopal verdura,11.0,11.0,9.484,0.5,0.2,11.0,9.484,0.5,0.2,0.0,0.0,0.0,0.0
20 OAX,015 Coatecas Altas,Papaya,Papaya,3.0,3.0,1.25,0.5,7.2947,3.0,1.25,0.5,7.2947,0.0,0.0,0.0,0.0
20 OAX,015 Coatecas Altas,Plátano,Plátano,,,0.55,0.0,0.0,,0.55,0.0,0.0,,0.0,0.0,0.0
20 OAX,016 Coicoyán de las Flores,,Coicoyán de las Flores,791.0,62.0,64.316,12.92,,55.0,58.026,10.18,,7.0,6.29,2.74,
20 OAX,016 Coicoyán de las Flores,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,016 Coicoyán de las Flores,Aguacate,Aguacate,23.0,23.0,13.32,2.505,2.1,21.0,10.82,2.505,2.1,2.0,2.5,0.0,0.0
20 OAX,016 Coicoyán de las Flores,Cacao,Cacao,,,0.25,0.0,0.0,,0.25,0.0,0.0,,0.0,0.0,0.0
20 OAX,016 Coicoyán de las Flores,Café,Café,9.0,9.0,2.25,0.0,0.0,8.0,2.0,0.0,0.0,1.0,0.25,0.0,0.0
20 OAX,016 Coicoyán de las Flores,Guayaba,Guayaba,,,1.35,0.0,0.0,,1.35,0.0,0.0,,0.0,0.0,0.0
20 OAX,016 Coicoyán de las Flores,Limón,Limón,18.0,18.0,6.05,0.0,0.0,18.0,6.05,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,016 Coicoyán de las Flores,Mango,Mango,,,0.3,0.0,0.0,,0.3,0.0,0.0,,0.0,0.0,0.0
20 OAX,016 Coicoyán de las Flores,Manzana,Manzana,,,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0
20 OAX,016 Coicoyán de las Flores,Naranja,Naranja,5.0,5.0,1.35,0.0,0.0,5.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,016 Coicoyán de las Flores,Nopal verdura,Nopal verdura,,,0.03,0.03,0.1,,0.0,0.0,0.0,,0.03,0.03,0.1
20 OAX,016 Coicoyán de las Flores,Papaya,Papaya,,,0.4,0.005,0.2442,,0.4,0.005,0.2442,,0.0,0.0,0.0
20 OAX,016 Coicoyán de las Flores,Piña,Piña,25.0,25.0,14.87,1.43,11.6217,24.0,14.37,1.43,11.6217,1.0,0.5,0.0,0.0
20 OAX,016 Coicoyán de las Flores,Plátano,Plátano,31.0,31.0,13.686,3.94,12.288,30.0,13.186,3.74,11.888,1.0,0.5,0.2,0.4
20 OAX,017 La Compañía,,La Compañía,755.0,241.0,411.6057,7.7,,231.0,398.4057,5.95,,13.0,13.2,1.75,
20 OAX,017 La Compañía,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,017 La Compañía,Agave,Agave,232.0,232.0,379.2457,0.7,4.6842,228.0,372.2957,0.7,4.6842,4.0,6.95,0.0,0.0
20 OAX,017 La Compañía,Aguacate,Aguacate,7.0,7.0,3.5,1.5,0.84,3.0,1.5,0.25,0.2,4.0,2.0,1.25,0.64
20 OAX,017 La Compañía,Alfalfa,Alfalfa,,,0.75,0.5,0.5,,0.0,0.0,0.0,,0.75,0.5,0.5
20 OAX,017 La Compañía,Caña de azúcar,Caña de azúcar,,,0.5,0.0,0.0,,0.0,0.0,0.0,,0.5,0.0,0.0
20 OAX,017 La Compañía,Limón,Limón,,,1.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0
20 OAX,017 La Compañía,Naranja,Naranja,,,0.5,0.0,0.0,,0.0,0.0,0.0,,0.5,0.0,0.0
20 OAX,017 La Compañía,Papaya,Papaya,,,0.5,0.0,0.0,,0.0,0.0,0.0,,0.5,0.0,0.0
20 OAX,018 Concepción Buenavista,,Concepción Buenavista,158.0,8.0,28.0136,23.0384,,7.0,27.5136,23.0384,,1.0,0.5,0.0,
20 OAX,018 Concepción Buenavista,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,018 Concepción Buenavista,Agave,Agave,5.0,5.0,4.358,0.0,0.0,5.0,4.358,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,018 Concepción Buenavista,Aguacate,Aguacate,,,2.5,2.0,6.08,,2.0,2.0,6.08,,0.5,0.0,0.0
20 OAX,019 Concepción Pápalo,,Concepción Pápalo,683.0,219.0,1239.411,81.186,,136.0,449.98,62.205,,90.0,789.431,18.981,
20 OAX,019 Concepción Pápalo,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,019 Concepción Pápalo,Agave,Agave,123.0,123.0,167.1,0.0,0.0,55.0,65.75,0.0,0.0,68.0,101.35,0.0,0.0
20 OAX,019 Concepción Pápalo,Aguacate,Aguacate,166.0,166.0,180.662,25.212,23.748,85.0,74.06,20.46,22.158,81.0,106.602,4.752,1.59
20 OAX,019 Concepción Pápalo,Café,Café,123.0,123.0,153.0,11.125,5.045,46.0,39.85,1.625,0.485,77.0,113.15,9.5,4.56
20 OAX,019 Concepción Pápalo,Guayaba,Guayaba,25.0,25.0,26.75,1.0,0.04,16.0,17.25,1.0,0.04,9.0,9.5,0.0,0.0
20 OAX,019 Concepción Pápalo,Limón,Limón,63.0,63.0,76.377,0.002,0.03,17.0,19.625,0.0,0.0,46.0,56.752,0.002,0.03
20 OAX,019 Concepción Pápalo,Manzana,Manzana,51.0,51.0,56.875,11.0,8.225,36.0,33.775,8.15,7.725,15.0,23.1,2.85,0.5
20 OAX,019 Concepción Pápalo,Naranja,Naranja,4.0,4.0,4.5,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.5,0.0,0.0
20 OAX,019 Concepción Pápalo,Nopal verdura,Nopal verdura,25.0,25.0,27.275,0.0,0.0,14.0,9.625,0.0,0.0,11.0,17.65,0.0,0.0
20 OAX,019 Concepción Pápalo,Nuez,Nuez,14.0,14.0,20.805,8.055,43.4793,11.0,10.785,8.035,43.4693,3.0,10.02,0.02,0.01
20 OAX,019 Concepción Pápalo,Papaya,Papaya,10.0,10.0,15.75,0.0,0.0,3.0,3.5,0.0,0.0,7.0,12.25,0.0,0.0
20 OAX,019 Concepción Pápalo,Pasto cultivado,Pasto cultivado,,,1.5,0.5,0.01,,1.5,0.5,0.01,,0.0,0.0,0.0
20 OAX,019 Concepción Pápalo,Piña,Piña,,,3.75,0.0,0.0,,0.0,0.0,0.0,,3.75,0.0,0.0
20 OAX,019 Concepción Pápalo,Plátano,Plátano,29.0,29.0,40.575,0.0,0.0,6.0,8.225,0.0,0.0,23.0,32.35,0.0,0.0
20 OAX,020 Constancia del Rosario,,Constancia del Rosario,495.0,221.0,358.0468,229.0016,,178.0,228.4699,130.8373,,44.0,129.5769,98.1643,
20 OAX,020 Constancia del Rosario,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,020 Constancia del Rosario,Aguacate,Aguacate,,,0.5,0.0,0.0,,0.5,0.0,0.0,,0.0,0.0,0.0
20 OAX,020 Constancia del Rosario,Cacao,Cacao,,,3.0,0.0,0.0,,3.0,0.0,0.0,,0.0,0.0,0.0
20 OAX,020 Constancia del Rosario,Café,Café,92.0,92.0,81.33,31.76,16.561,91.0,81.08,31.76,16.561,1.0,0.25,0.0,0.0
20 OAX,020 Constancia del Rosario,Caña de azúcar,Caña de azúcar,38.0,38.0,99.0339,93.3613,3075.7021,5.0,3.06,3.06,6.5,33.0,95.9739,90.3013,3069.2021
20 OAX,020 Constancia del Rosario,Coco,Coco,,,0.5,0.0,0.0,,0.0,0.0,0.0,,0.5,0.0,0.0
20 OAX,020 Constancia del Rosario,Guayaba,Guayaba,,,0.45,0.45,0.12,,0.45,0.45,0.12,,0.0,0.0,0.0
20 OAX,020 Constancia del Rosario,Limón,Limón,13.0,13.0,6.1,4.6,2.328,9.0,3.6,3.1,1.853,4.0,2.5,1.5,0.475
20 OAX,020 Constancia del Rosario,Mango,Mango,14.0,14.0,12.9315,7.332,6.25,13.0,12.4315,7.332,6.25,1.0,0.5,0.0,0.0
20 OAX,020 Constancia del Rosario,Naranja,Naranja,15.0,15.0,8.16,6.38,2.45,15.0,8.16,6.38,2.45,0.0,0.0,0.0,0.0
20 OAX,020 Constancia del Rosario,Pasto cultivado,Pasto cultivado,8.0,8.0,42.2174,18.6238,549.6148,3.0,15.4774,14.8738,528.6148,5.0,26.74,3.75,21.0
20 OAX,020 Constancia del Rosario,Piña,Piña,23.0,23.0,16.8695,10.67,7.1641,23.0,16.8695,10.67,7.1641,0.0,0.0,0.0,0.0
20 OAX,020 Constancia del Rosario,Plátano,Plátano,104.0,104.0,80.6425,50.1375,176.2788,97.0,77.5445,47.5395,142.2888,7.0,3.098,2.598,33.99
20 OAX,021 Cosolapa,,Cosolapa,1161.0,1016.0,3800.503,3674.3031,,1012.0,3668.503,3542.3031,,6.0,132.0,132.0,
20 OAX,021 Cosolapa,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,021 Cosolapa,Café,Café,223.0,223.0,509.1516,459.6516,579.7692,223.0,509.1516,459.6516,579.7692,0.0,0.0,0.0,0.0
20 OAX,021 Cosolapa,Caña de azúcar,Caña de azúcar,785.0,785.0,3167.8749,3134.3556,165920.2346,781.0,3035.8749,3002.3556,155445.2346,6.0,132.0,132.0,10475.0
20 OAX,021 Cosolapa,Limón,Limón,53.0,53.0,48.6744,19.5708,84.7351,53.0,48.6744,19.5708,84.7351,0.0,0.0,0.0,0.0
20 OAX,021 Cosolapa,Mango,Mango,,,2.0,2.0,6.3,,2.0,2.0,6.3,,0.0,0.0,0.0
20 OAX,021 Cosolapa,Naranja,Naranja,,,3.5,2.5,1.0,,3.5,2.5,1.0,,0.0,0.0,0.0
20 OAX,021 Cosolapa,Papaya,Papaya,3.0,3.0,0.5321,0.0314,1.5333,3.0,0.5321,0.0314,1.5333,0.0,0.0,0.0,0.0
20 OAX,021 Cosolapa,Piña,Piña,,,1.0,0.5,2.0,,1.0,0.5,2.0,,0.0,0.0,0.0
20 OAX,021 Cosolapa,Plátano,Plátano,35.0,35.0,21.5776,18.5013,216.892,35.0,21.5776,18.5013,216.892,0.0,0.0,0.0,0.0
20 OAX,022 Cosoltepec,,Cosoltepec,161.0,56.0,44.845,9.725,,56.0,44.845,9.725,,0.0,0.0,0.0,
20 OAX,022 Cosoltepec,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,022 Cosoltepec,Agave,Agave,,,2.0,0.0,0.0,,2.0,0.0,0.0,,0.0,0.0,0.0
20 OAX,023 Cuilápam de Guerrero,,Cuilápam de Guerrero,724.0,69.0,34.9313,18.1139,,33.0,20.4517,5.0493,,36.0,14.4796,13.0646,
20 OAX,023 Cuilápam de Guerrero,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,023 Cuilápam de Guerrero,Agave,Agave,19.0,19.0,15.3046,0.0,0.0,17.0,14.2746,0.0,0.0,2.0,1.03,0.0,0.0
20 OAX,023 Cuilápam de Guerrero,Aguacate,Aguacate,7.0,7.0,1.657,1.622,8.9059,1.0,0.03,0.03,1.02,6.0,1.627,1.592,7.8859
20 OAX,023 Cuilápam de Guerrero,Alfalfa,Alfalfa,22.0,22.0,11.4452,11.3202,637.0291,4.0,1.521,1.521,46.9128,18.0,9.9242,9.7992,590.1163
20 OAX,023 Cuilápam de Guerrero,Café,Café,,,0.008,0.0,0.0,,0.008,0.0,0.0,,0.0,0.0,0.0
20 OAX,023 Cuilápam de Guerrero,Limón,Limón,10.0,10.0,1.3214,1.0144,7.842,2.0,0.082,0.0,0.0,8.0,1.2394,1.0144,7.842
20 OAX,023 Cuilápam de Guerrero,Mango,Mango,,,0.16,0.16,0.6,,0.0,0.0,0.0,,0.16,0.16,0.6
20 OAX,023 Cuilápam de Guerrero,Nopal verdura,Nopal verdura,,,0.04,0.03,0.25,,0.04,0.03,0.25,,0.0,0.0,0.0
20 OAX,023 Cuilápam de Guerrero,Nuez,Nuez,3.0,3.0,0.0651,0.0651,0.1696,2.0,0.0401,0.0401,0.126,1.0,0.025,0.025,0.0436
20 OAX,023 Cuilápam de Guerrero,Pasto cultivado,Pasto cultivado,,,0.04,0.0,0.0,,0.04,0.0,0.0,,0.0,0.0,0.0
20 OAX,023 Cuilápam de Guerrero,Plátano,Plátano,,,0.01,0.01,0.4,,0.01,0.01,0.4,,0.0,0.0,0.0
20 OAX,024 Cuyamecalco Villa de Zaragoza,,Cuyamecalco Villa de Zaragoza,678.0,135.0,138.8212,47.1065,,132.0,137.4088,46.4441,,3.0,1.4124,0.6624,
20 OAX,024 Cuyamecalco Villa de Zaragoza,Perennes,Perennes,,,,,,,,,,,,,
20 OAX,024 Cuyamecalco Villa de Zaragoza,Agave,Agave,4.0,4.0,1.729,0.0,0.0,4.0,1.729,0.0,0.0,0.0,0.0,0.0,0.0
20 OAX,024 Cuyamecalco Villa de Zaragoza,Aguacate,Aguacate,90.0,90.0,44.2914,27.0524,39.7254,88.0,43.829,26.59,38.3587,2.0,0.4624,0.4624,1.3667
20 OAX,024 Cuyamecalco Villa de Zaragoza,Café,Café,51.0,51.0,21.4098,4.0758,2.1947,50.0,21.2098,3.8758,1.9147,1.0,0.2,0.2,0.28
20 OAX,024 Cuyamecalco Villa de Zaragoza,Caña de azúcar,Caña de azúcar,16.0,16.0,12.15,4.75,10.8,16.0,12.15,4.75,10.8,0.0,0.0,0.0,0.0
